time,thscode,ths_chg_ratio_m_stock
2015-03-31,601318.SH,11.326124075128
2015-03-31,000069.SZ,22.46192893401
2015-03-31,600999.SH,14.45523193096
2015-03-31,600048.SH,12.757605495584
2015-03-31,002466.SZ,-1.8140981340705
2015-03-31,600009.SH,14.407582938389
2015-03-31,601989.SH,12.053571428571
2015-03-31,002081.SZ,22.372999304106
2015-03-31,600111.SH,5.799922148696
2015-03-31,002411.SZ,0.0
2015-03-31,002572.SZ,17.780294450736
2015-03-31,601009.SH,13.88036809816
2015-03-31,600795.SH,12.694300518135
2015-03-31,601117.SH,15.776986951364
2015-03-31,002304.SZ,1.2316496640956
2015-03-31,002460.SZ,10.755148741419
2015-03-31,002468.SZ,22.666666666667
2015-03-31,600352.SH,18.663967611336
2015-03-31,600376.SH,16.846229187071
2015-03-31,000559.SZ,24.586628324946
2015-03-31,300033.SZ,40.681316126032
2015-03-31,002044.SZ,46.314741035857
2015-03-31,600276.SH,14.222001982161
2015-03-31,002736.SZ,5.2681537731372
2015-03-31,601818.SH,15.085158150852
2015-03-31,600221.SH,35.403726708075
2015-03-31,000783.SZ,8.2481254260395
2015-03-31,000876.SZ,31.428571428571
2015-03-31,601866.SH,21.004566210046
2015-03-31,600522.SH,-3.7566137566137
2015-03-31,601398.SH,6.1135371179039
2015-03-31,600398.SH,9.6240601503759
2015-03-31,601788.SH,12.955465587045
2015-03-31,000627.SZ,26.950354609929
2015-03-31,600436.SH,16.313897763578
2015-03-31,600118.SH,8.965083359547
2015-03-31,601669.SH,22.098765432099
2015-03-31,601618.SH,20.905172413793
2015-03-31,601898.SH,9.7288676236045
2015-03-31,600739.SH,23.868677905945
2015-03-31,300070.SZ,17.230186637814
2015-03-31,600516.SH,18.869644484959
2015-03-31,600415.SH,73.801485482782
2015-03-31,601360.SH,40.379146919431
2015-03-31,601600.SH,16.635859519408
2015-03-31,601668.SH,19.656786271451
2015-03-31,600406.SH,27.161250766401
2015-03-31,000540.SZ,97.788833609729
2015-03-31,000063.SZ,6.3229571984436
2015-03-31,002050.SZ,21.823899371069
2015-03-31,600000.SH,8.6717136958018
2015-03-31,600332.SH,9.5192307692308
2015-03-31,600637.SH,17.812426175289
2015-03-31,300136.SZ,28.660585693711
2015-03-31,002415.SZ,3.7863421230561
2015-03-31,600208.SH,15.066666666667
2015-03-31,601857.SH,2.7145359019265
2015-03-31,600518.SH,37.030490499337
2015-03-31,600233.SH,42.778216258879
2015-03-31,000983.SZ,8.7239583333333
2015-03-31,600100.SH,8.8196286472149
2015-03-31,002027.SZ,33.152173913043
2015-03-31,000002.SZ,8.3921568627451
2015-03-31,600837.SH,7.5827205882353
2015-03-31,601225.SH,34.431630971993
2015-03-31,000938.SZ,0.0
2015-03-31,600340.SH,14.610927152318
2015-03-31,000671.SZ,18.417945690673
2015-03-31,002714.SZ,36.060718252499
2015-03-31,600011.SH,7.2727272727273
2015-03-31,600958.SH,56.85595567867
2015-03-31,000725.SZ,27.53164556962
2015-03-31,600373.SH,13.751507840772
2015-03-31,600008.SH,20.352564102564
2015-03-31,600704.SH,33.142128744423
2015-03-31,002608.SZ,23.214285714286
2015-03-31,000425.SZ,13.333333333333
2015-03-31,002493.SZ,25.814696485623
2015-03-31,600804.SH,24.475791078917
2015-03-31,600588.SH,14.612101431082
2015-03-31,601288.SH,9.8802395209581
2015-03-31,600061.SH,18.193832599119
2015-03-31,000060.SZ,20.624408703879
2015-03-31,600309.SH,10.237659963437
2015-03-31,002602.SZ,0.0
2015-03-31,002008.SZ,14.073666849918
2015-03-31,600339.SH,17.348608837971
2015-03-31,600109.SH,21.619047619048
2015-03-31,600170.SH,5.9160305343511
2015-03-31,000895.SZ,13.503537373116
2015-03-31,601216.SH,10.264900662252
2015-03-31,002450.SZ,6.7431449356463
2015-03-31,600369.SH,11.87403200826
2015-03-31,600038.SH,0.16881198565099
2015-03-31,600219.SH,18.380743982495
2015-03-31,300122.SZ,35.596248325145
2015-03-31,601800.SH,33.598265895954
2015-03-31,300124.SZ,16.675977653631
2015-03-31,000157.SZ,16.932907348243
2015-03-31,002252.SZ,4.8684210526316
2015-03-31,600023.SH,10.757575757576
2015-03-31,601018.SH,25.31914893617
2015-03-31,002558.SZ,0.0
2015-03-31,600028.SH,1.4240506329114
2015-03-31,600068.SH,5.9855521155831
2015-03-31,000166.SZ,9.5177664974619
2015-03-31,600606.SH,-0.32733224222585
2015-03-31,600809.SH,8.8452088452088
2015-03-31,601688.SH,31.026979982594
2015-03-31,000423.SZ,9.2170725320765
2015-03-31,601169.SH,4.5019157088123
2015-03-31,000100.SZ,17.529880478088
2015-03-31,601555.SH,9.7747963584092
2015-03-31,000630.SZ,8.525641025641
2015-03-31,300003.SZ,29.335727109515
2015-03-31,002142.SZ,21.428571428571
2015-03-31,600115.SH,29.433272394881
2015-03-31,600547.SH,4.6057767369243
2015-03-31,600674.SH,7.5417661097852
2015-03-31,600682.SH,54.387808723069
2015-03-31,000961.SZ,25.0
2015-03-31,002475.SZ,2.3414890818206
2015-03-31,600705.SH,14.518447532343
2015-03-31,600089.SH,18.211648892535
2015-03-31,002352.SZ,16.300439472633
2015-03-31,000413.SZ,44.254278728606
2015-03-31,600487.SH,10.307835820896
2015-03-31,601919.SH,20.0
2015-03-31,600346.SH,43.804347826087
2015-03-31,601111.SH,19.367088607595
2015-03-31,000623.SZ,12.186160440906
2015-03-31,600663.SH,7.2020577307802
2015-03-31,601166.SH,28.932584269663
2015-03-31,601328.SH,5.0986842105263
2015-03-31,601238.SH,15.783274440518
2015-03-31,600177.SH,50.238095238095
2015-03-31,000776.SZ,18.020304568528
2015-03-31,300072.SZ,31.386861313869
2015-03-31,600688.SH,15.126050420168
2015-03-31,000839.SZ,26.864686468647
2015-03-31,002625.SZ,46.327187591454
2015-03-31,600176.SH,27.046694966646
2015-04-30,300144.SZ,25.112964893987
2015-04-30,600029.SH,36.111111111111
2015-04-30,600690.SH,4.9148606811146
2015-04-30,601958.SH,35.801393728223
2015-04-30,002673.SZ,41.202672605791
2015-04-30,600031.SH,2.4679170779862
2015-04-30,002236.SZ,1.0396716826265
2015-04-30,601988.SH,10.502283105023
2015-04-30,002385.SZ,0.24793388429753
2015-04-30,000651.SZ,30.1964367291
2015-04-30,002074.SZ,1.802123180569
2015-04-30,002456.SZ,13.84328358209
2015-04-30,000826.SZ,35.041841004184
2015-04-30,600886.SH,16.666666666667
2015-04-30,000786.SZ,18.393700787402
2015-04-30,601186.SH,35.933297471759
2015-04-30,000625.SZ,24.19911286348
2015-04-30,601012.SH,2.6697620429483
2015-04-30,300015.SZ,13.47280334728
2015-04-30,600050.SH,74.040219378428
2015-04-30,601933.SH,-2.7753686036427
2015-04-30,002624.SZ,0.0
2015-04-30,600157.SH,56.584362139918
2015-04-30,002024.SZ,0.22953328232594
2015-04-30,601099.SH,3.9768618944324
2015-04-30,300408.SZ,28.615916955017
2015-04-30,600196.SH,10.972166196047
2015-04-30,600018.SH,30.012936610608
2015-04-30,600900.SH,21.303948576676
2015-04-30,601021.SH,29.690911180053
2015-04-30,600271.SH,20.125025206695
2015-04-30,600585.SH,4.0718038528897
2015-04-30,600016.SH,9.4845360824742
2015-04-30,002470.SZ,16.875
2015-04-30,601607.SH,16.725352112676
2015-04-30,600741.SH,6.5532766383192
2015-04-30,600372.SH,22.058823529412
2015-04-30,000768.SZ,27.39322533137
2015-04-30,601390.SH,68.725257323832
2015-04-30,002065.SZ,15.598705501618
2015-04-30,002739.SZ,72.864732325296
2015-04-30,002007.SZ,26.826968411127
2015-04-30,601727.SH,66.575091575092
2015-04-30,600066.SH,3.2018874283788
2015-04-30,600570.SH,14.777736958119
2015-04-30,000568.SZ,4.7269763651182
2015-04-30,603799.SH,14.271555996036
2015-04-30,601718.SH,41.620111731844
2015-04-30,000959.SZ,23.493975903614
2015-04-30,000792.SZ,-2.6806922293858
2015-04-30,300027.SZ,12.197205427023
2015-04-30,000338.SZ,0.73529411764706
2015-04-30,000963.SZ,12.238325281804
2015-04-30,600010.SH,14.358108108108
2015-04-30,002294.SZ,13.164039540924
2015-04-30,600104.SH,8.6082059533387
2015-04-30,601377.SH,9.9241466498104
2015-04-30,300251.SZ,-2.1893308664817
2015-04-30,002500.SZ,28.028503562945
2015-04-30,300059.SZ,185.35010197145
2015-04-30,600887.SH,18.184764991896
2015-04-30,600390.SH,10.981468771448
2015-04-30,002594.SZ,14.503816793893
2015-04-30,600816.SH,7.1868583162217
2015-04-30,002153.SZ,3.5356849876948
2015-04-30,601336.SH,1.5468779475571
2015-04-30,600703.SH,3.9510818438382
2015-04-30,600660.SH,-2.4879963284611
2015-04-30,601899.SH,21.296296296296
2015-04-30,000503.SZ,9.9934825114056
2015-04-30,601198.SH,25.069527214938
2015-04-30,002310.SZ,17.006802721088
2015-04-30,300017.SZ,20.54290632594
2015-04-30,000402.SZ,18.471872376154
2015-04-30,000709.SZ,24.018475750577
2015-04-30,601766.SH,86.580341377281
2015-04-30,601633.SH,1.1343972313017
2015-04-30,600188.SH,5.2768729641694
2015-04-30,000001.SZ,28.3677312733
2015-04-30,002146.SZ,10.917647058824
2015-04-30,601888.SH,0.0
2015-04-30,600383.SH,18.254674977738
2015-04-30,300433.SZ,30.379098360656
2015-04-30,600498.SH,24.102997045167
2015-04-30,600085.SH,23.409961685824
2015-04-30,601998.SH,7.6086956521739
2015-04-30,600438.SH,0.0
2015-04-30,601877.SH,-5.6190707856969
2015-04-30,000538.SZ,4.2460615153788
2015-04-30,002202.SZ,5.5089192025184
2015-04-30,601628.SH,2.7260458839406
2015-04-30,600482.SH,16.819105691057
2015-04-30,002601.SZ,14.319809069212
2015-04-30,601901.SH,7.097232079489
2015-04-30,002508.SZ,2.2610483042138
2015-04-30,600019.SH,25.983146067416
2015-04-30,600549.SH,4.3944546167931
2015-04-30,000858.SZ,12.640207075065
2015-04-30,600153.SH,11.142654364798
2015-04-30,600519.SH,28.715043886507
2015-04-30,002085.SZ,12.784751278475
2015-04-30,600297.SH,40.142942227516
2015-04-30,000333.SZ,15.278232292342
2015-04-30,600036.SH,17.019910083494
2015-04-30,601333.SH,49.377593360996
2015-04-30,601991.SH,28.59375
2015-04-30,300024.SZ,11.896053897979
2015-04-30,000415.SZ,54.779969650986
2015-04-30,600535.SH,-0.60141020323516
2015-04-30,601992.SH,14.14503133393
2015-04-30,600362.SH,10.584291187739
2015-04-30,600820.SH,27.902790279028
2015-04-30,601808.SH,20.261143628996
2015-04-30,601601.SH,2.7138643067847
2015-04-30,600489.SH,28.321400159109
2015-04-30,002555.SZ,0.0
2015-04-30,000728.SZ,5.7192880070032
2015-04-30,603288.SH,17.638244862891
2015-04-30,600867.SH,46.795827123696
2015-04-30,002241.SZ,-1.7717717717718
2015-04-30,000723.SZ,15.138592750533
2015-04-30,600893.SH,39.620680696285
2015-04-30,601088.SH,13.04131408661
2015-04-30,600015.SH,25.581395348837
2015-04-30,601006.SH,26.654578422484
2015-04-30,002230.SZ,41.368703455294
2015-04-30,603993.SH,21.486387049301
2015-04-30,600030.SH,4.6922608165752
2015-04-30,000898.SZ,15.664556962025
2015-04-30,601939.SH,12.295081967213
2015-04-30,600583.SH,10.770440251572
2015-04-30,601318.SH,13.31799591002
2015-04-30,000069.SZ,7.461139896373
2015-04-30,600999.SH,16.211121583412
2015-04-30,600048.SH,30.287206266319
2015-04-30,002466.SZ,13.672356149921
2015-04-30,600009.SH,14.457332228666
2015-04-30,601989.SH,45.019920318725
2015-04-30,002081.SZ,-13.591128802957
2015-04-30,600111.SH,18.87417218543
2015-04-30,002411.SZ,97.037793667007
2015-04-30,002572.SZ,11.858974358974
2015-04-30,601009.SH,18.181818181818
2015-04-30,600795.SH,44.367816091954
2015-04-30,601117.SH,34.938524590164
2015-04-30,002304.SZ,14.99324075212
2015-04-30,002460.SZ,1.9834710743802
2015-04-30,002468.SZ,13.092885375494
2015-04-30,600352.SH,2.5247355851246
2015-04-30,600376.SH,22.380553227158
2015-04-30,000559.SZ,5.8048273329278
2015-04-30,300033.SZ,79.708246935138
2015-04-30,002044.SZ,176.92307692308
2015-04-30,600276.SH,23.665943600868
2015-04-30,002736.SZ,31.650135256988
2015-04-30,601818.SH,17.336152219873
2015-04-30,600221.SH,36.697247706422
2015-04-30,000783.SZ,10.453400503778
2015-04-30,000876.SZ,8.6956521739131
2015-04-30,601866.SH,109.43396226415
2015-04-30,600522.SH,0.0
2015-04-30,601398.SH,11.316872427984
2015-04-30,600398.SH,12.170908594187
2015-04-30,601788.SH,21.541218637993
2015-04-30,000627.SZ,30.540037243948
2015-04-30,600436.SH,20.309012875536
2015-04-30,600118.SH,38.654734411085
2015-04-30,601669.SH,84.833164812942
2015-04-30,601618.SH,96.613190730838
2015-04-30,601898.SH,32.703488372093
2015-04-30,600739.SH,8.1661891117478
2015-04-30,300070.SZ,11.559760036917
2015-04-30,600516.SH,0.0
2015-04-30,600415.SH,-5.050505050505
2015-04-30,601360.SH,5.6620127259136
2015-04-30,601600.SH,50.554675118859
2015-04-30,601668.SH,42.112125162973
2015-04-30,600406.SH,12.921890067502
2015-04-30,000540.SZ,-8.1517919887562
2015-04-30,000063.SZ,42.497712717292
2015-04-30,002050.SZ,17.190911046291
2015-04-30,600000.SH,14.439518682711
2015-04-30,600332.SH,5.3555750658472
2015-04-30,600637.SH,42.141465987555
2015-04-30,300136.SZ,20.89552238806
2015-04-30,002415.SZ,8.0278728404733
2015-04-30,600208.SH,5.7937427578216
2015-04-30,601857.SH,14.151747655584
2015-04-30,600518.SH,23.798774588842
2015-04-30,600233.SH,21.006080707573
2015-04-30,000983.SZ,13.293413173653
2015-04-30,600100.SH,24.436319317489
2015-04-30,002027.SZ,11.673469387755
2015-04-30,000002.SZ,5.643994211288
2015-04-30,600837.SH,22.212729602734
2015-04-30,601225.SH,23.897058823529
2015-04-30,000938.SZ,0.0
2015-04-30,600340.SH,12.044059227158
2015-04-30,000671.SZ,29.062811565304
2015-04-30,002714.SZ,0.0
2015-04-30,600011.SH,36.077481840194
2015-04-30,600958.SH,43.355408388521
2015-04-30,000725.SZ,12.158808933002
2015-04-30,600373.SH,9.8091198303287
2015-04-30,600008.SH,4.5938748335553
2015-04-30,600704.SH,11.728099569172
2015-04-30,002608.SZ,6.1022120518688
2015-04-30,000425.SZ,-3.8562091503268
2015-04-30,002493.SZ,27.98374809548
2015-04-30,600804.SH,3.9203675344564
2015-04-30,600588.SH,9.6083940505103
2015-04-30,601288.SH,7.9019073569482
2015-04-30,600061.SH,8.6843086097652
2015-04-30,000060.SZ,43.058823529412
2015-04-30,600309.SH,2.6119402985074
2015-04-30,600959.SH,21.065989847716
2015-04-30,002602.SZ,0.0
2015-04-30,002008.SZ,30.361445783133
2015-04-30,600339.SH,25.523012552301
2015-04-30,600109.SH,-2.3985115028254
2015-04-30,600170.SH,15.135135135135
2015-04-30,000895.SZ,3.4959349593496
2015-04-30,601216.SH,21.171171171171
2015-04-30,002450.SZ,22.988204456094
2015-04-30,600369.SH,13.613290263036
2015-04-30,600038.SH,4.9926269222667
2015-04-30,600219.SH,9.4269870609981
2015-04-30,300122.SZ,-2.7667984189723
2015-04-30,601800.SH,16.765819361817
2015-04-30,300124.SZ,5.696741496548
2015-04-30,000157.SZ,7.3770491803279
2015-04-30,002252.SZ,9.8659260445212
2015-04-30,600023.SH,22.845417236662
2015-04-30,601018.SH,58.234295415959
2015-04-30,002558.SZ,0.0
2015-04-30,600028.SH,26.677067082683
2015-04-30,600068.SH,35.150925024343
2015-04-30,000166.SZ,5.3302433371958
2015-04-30,600606.SH,94.033935413246
2015-04-30,600809.SH,4.8758465011287
2015-04-30,601688.SH,-1.6516546172219
2015-04-30,000423.SZ,25.869096140014
2015-04-30,601169.SH,19.065077910174
2015-04-30,000100.SZ,6.747396530538
2015-04-30,601555.SH,13.443910955914
2015-04-30,000630.SZ,0.0
2015-04-30,300003.SZ,-0.58300943920045
2015-04-30,002142.SZ,8.7394957983193
2015-04-30,600115.SH,27.542372881356
2015-04-30,600547.SH,21.007462686567
2015-04-30,600674.SH,12.916111850866
2015-04-30,600682.SH,87.16814159292
2015-04-30,000961.SZ,13.076923076923
2015-04-30,002475.SZ,7.0179948586118
2015-04-30,600705.SH,10.878661087866
2015-04-30,600089.SH,22.06800832755
2015-04-30,002352.SZ,12.401236688423
2015-04-30,000413.SZ,-0.084745762711873
2015-04-30,600487.SH,12.938689217759
2015-04-30,601919.SH,105.64516129032
2015-04-30,600346.SH,17.989417989418
2015-04-30,601111.SH,38.388123011665
2015-04-30,000623.SZ,8.0786026200873
2015-04-30,600663.SH,11.27699280192
2015-04-30,601166.SH,5.718954248366
2015-04-30,601328.SH,8.2942097026604
2015-04-30,601238.SH,27.670396744659
2015-04-30,600177.SH,16.111991547808
2015-04-30,000776.SZ,1.1111111111111
2015-04-30,300072.SZ,17.987694534926
2015-04-30,600688.SH,78.649635036496
2015-04-30,000839.SZ,-1.2486992715921
2015-04-30,002625.SZ,314.73988439306
2015-04-30,600176.SH,21.575178997613
2015-05-29,300144.SZ,20.953116122508
2015-05-29,600029.SH,-7.7922077922078
2015-05-29,600690.SH,8.2626337144965
2015-05-29,601958.SH,-10.011019951438
2015-05-29,002673.SZ,-1.0410094637224
2015-05-29,600031.SH,25.433526011561
2015-05-29,002236.SZ,14.103684892349
2015-05-29,601988.SH,-10.537190082645
2015-05-29,002385.SZ,11.724450759497
2015-05-29,000651.SZ,9.140350877193
2015-05-29,002074.SZ,6.5443213296399
2015-05-29,002456.SZ,50.311373320223
2015-05-29,000826.SZ,26.491092176607
2015-05-29,600886.SH,-11.428571428571
2015-05-29,000786.SZ,0.0
2015-05-29,601186.SH,-17.847249703205
2015-05-29,000625.SZ,-14.484126984127
2015-05-29,601012.SH,11.18808893347
2015-05-29,300015.SZ,23.623402163225
2015-05-29,600050.SH,-9.8739495798319
2015-05-29,601933.SH,28.189116859946
2015-05-29,002624.SZ,0.0
2015-05-29,600157.SH,15.505913272011
2015-05-29,002024.SZ,41.819111368949
2015-05-29,601099.SH,5.3651957685337
2015-05-29,300408.SZ,56.004140434214
2015-05-29,600196.SH,23.809523809524
2015-05-29,600018.SH,-6.2137204167268
2015-05-29,600900.SH,-0.15140045420137
2015-05-29,601021.SH,15.398245769469
2015-05-29,600271.SH,59.709869094789
2015-05-29,600585.SH,7.5725704669752
2015-05-29,600016.SH,-5.6497175141243
2015-05-29,002470.SZ,32.919410509175
2015-05-29,601607.SH,1.6968325791855
2015-05-29,600741.SH,-0.28169014084506
2015-05-29,600372.SH,16.144578313253
2015-05-29,000768.SZ,15.838150289017
2015-05-29,601390.SH,-15.954950727358
2015-05-29,002065.SZ,20.240761478164
2015-05-29,002739.SZ,44.734042553192
2015-05-29,002007.SZ,12.862453531599
2015-05-29,601727.SH,19.186366135239
2015-05-29,600066.SH,15.107451467486
2015-05-29,600570.SH,-2.1337479532895
2015-05-29,000568.SZ,-1.9066147859922
2015-05-29,603799.SH,58.196010407632
2015-05-29,601718.SH,0.49309664694279
2015-05-29,000959.SZ,0.0
2015-05-29,000792.SZ,6.4853556485356
2015-05-29,300027.SZ,20.43440983138
2015-05-29,000338.SZ,-2.253252935576
2015-05-29,000963.SZ,10.586954813588
2015-05-29,600010.SH,-6.2038404726736
2015-05-29,002294.SZ,12.221863914866
2015-05-29,600104.SH,-11.185185185185
2015-05-29,601377.SH,-7.4762586329294
2015-05-29,300251.SZ,33.575031525851
2015-05-29,002500.SZ,9.4155844155844
2015-05-29,300059.SZ,-11.506849315068
2015-05-29,600887.SH,12.604003628364
2015-05-29,600390.SH,26.283240568955
2015-05-29,002594.SZ,26.666666666667
2015-05-29,600816.SH,16.611932129174
2015-05-29,002153.SZ,44.319559918595
2015-05-29,601336.SH,9.2513468326212
2015-05-29,600703.SH,36.108597285068
2015-05-29,600660.SH,5.0511508951407
2015-05-29,601899.SH,33.015267175573
2015-05-29,000503.SZ,23.247086707486
2015-05-29,601198.SH,27.096569250318
2015-05-29,002310.SZ,39.389534883721
2015-05-29,300017.SZ,11.631234668847
2015-05-29,000402.SZ,-8.6295061543986
2015-05-29,000709.SZ,-5.9590316573557
2015-05-29,601766.SH,-7.0977917981073
2015-05-29,601633.SH,-10.64812544478
2015-05-29,600188.SH,-10.457920792079
2015-05-29,000001.SZ,-8.2634730538922
2015-05-29,002146.SZ,-12.812897751379
2015-05-29,601888.SH,0.0
2015-05-29,600383.SH,0.0
2015-05-29,300433.SZ,35.373280943026
2015-05-29,600498.SH,18.160813751714
2015-05-29,600085.SH,19.031356721515
2015-05-29,601998.SH,-6.6919191919192
2015-05-29,600438.SH,82.525572224194
2015-05-29,601877.SH,3.3762886597938
2015-05-29,000538.SZ,7.915947035118
2015-05-29,002202.SZ,14.370959721532
2015-05-29,601628.SH,-7.3568050446663
2015-05-29,600482.SH,84.688995215311
2015-05-29,002601.SZ,0.0
2015-05-29,601901.SH,-8.7475149105368
2015-05-29,002508.SZ,21.077470876854
2015-05-29,600019.SH,-5.4189479650562
2015-05-29,600549.SH,2.6745038482149
2015-05-29,000858.SZ,2.757564151666
2015-05-29,600153.SH,14.687100893997
2015-05-29,600519.SH,4.5989771240534
2015-05-29,002085.SZ,29.802143446002
2015-05-29,600297.SH,2.7624309392265
2015-05-29,000333.SZ,0.081146875845279
2015-05-29,600036.SH,-0.82327113062569
2015-05-29,601333.SH,0.55555555555555
2015-05-29,601991.SH,-5.9538274605103
2015-05-29,300024.SZ,78.049200068811
2015-05-29,000415.SZ,27.450980392157
2015-05-29,600535.SH,16.087397424669
2015-05-29,601992.SH,-8.8627450980392
2015-05-29,600362.SH,7.665656128194
2015-05-29,600820.SH,53.20197044335
2015-05-29,601808.SH,-5.8030700112318
2015-05-29,601601.SH,-7.4382538770822
2015-05-29,600489.SH,-9.981401115933
2015-05-29,002555.SZ,153.66483634748
2015-05-29,000728.SZ,-8.6686690000069
2015-05-29,603288.SH,7.9795242396868
2015-05-29,600867.SH,11.791638966954
2015-05-29,002241.SZ,24.426780800978
2015-05-29,000723.SZ,28.518518518519
2015-05-29,600893.SH,30.796427242278
2015-05-29,601088.SH,-9.4671950682519
2015-05-29,600015.SH,-7.283950617284
2015-05-29,601006.SH,-12.813171080888
2015-05-29,002230.SZ,4.9079754601227
2015-05-29,603993.SH,-7.8134463961236
2015-05-29,600030.SH,-11.612339930151
2015-05-29,000898.SZ,-4.1039671682627
2015-05-29,601939.SH,-7.007299270073
2015-05-29,600583.SH,-6.1745919091554
2015-05-29,601318.SH,-3.6318520189488
2015-05-29,000069.SZ,13.21118611379
2015-05-29,600999.SH,-17.379196163343
2015-05-29,600048.SH,-19.305277221109
2015-05-29,002466.SZ,16.56346749226
2015-05-29,600009.SH,8.5414404632646
2015-05-29,601989.SH,21.35989010989
2015-05-29,002081.SZ,7.0417900625206
2015-05-29,600111.SH,6.3212925984346
2015-05-29,002411.SZ,29.393468118196
2015-05-29,002572.SZ,17.713648102135
2015-05-29,601009.SH,8.1481481481482
2015-05-29,600795.SH,7.1656050955414
2015-05-29,601117.SH,-14.274867122248
2015-05-29,002304.SZ,0.042748744255645
2015-05-29,002460.SZ,20.786061588331
2015-05-29,002468.SZ,22.324159021407
2015-05-29,600352.SH,14.043261231281
2015-05-29,600376.SH,-4.1095890410959
2015-05-29,000559.SZ,31.936127744511
2015-05-29,300033.SZ,-12.697828487302
2015-05-29,002044.SZ,38.888888888889
2015-05-29,600276.SH,10.068409051044
2015-05-29,002736.SZ,2.5342465753425
2015-05-29,601818.SH,-6.8468468468468
2015-05-29,600221.SH,-9.7315436241611
2015-05-29,000783.SZ,-1.6533637400228
2015-05-29,000876.SZ,-2.1777777777778
2015-05-29,601866.SH,-15.855855855856
2015-05-29,600522.SH,61.022539857064
2015-05-29,601398.SH,-6.2846580406654
2015-05-29,600398.SH,-2.1276595744681
2015-05-29,601788.SH,-9.7805242756606
2015-05-29,000627.SZ,0.64194008559201
2015-05-29,600436.SH,43.157819634703
2015-05-29,600118.SH,53.186858927432
2015-05-29,601669.SH,-20.459518599562
2015-05-29,601618.SH,-22.030825022665
2015-05-29,601898.SH,-9.7480832420592
2015-05-29,600739.SH,7.2516556291391
2015-05-29,300070.SZ,20.579110651499
2015-05-29,600516.SH,0.0
2015-05-29,600415.SH,18.196003495577
2015-05-29,601360.SH,39.232270657124
2015-05-29,601600.SH,-6.8421052631579
2015-05-29,601668.SH,-14.587155963303
2015-05-29,600406.SH,15.32877882152
2015-05-29,000540.SZ,-6.2739097169089
2015-05-29,000063.SZ,-0.86677367576244
2015-05-29,002050.SZ,54.955752212389
2015-05-29,600000.SH,-5.7000553403431
2015-05-29,600332.SH,17.0
2015-05-29,600637.SH,-6.0087657288279
2015-05-29,300136.SZ,80.246913580247
2015-05-29,002415.SZ,38.503816793893
2015-05-29,600208.SH,-5.2573932092004
2015-05-29,601857.SH,-10.978342046303
2015-05-29,600518.SH,5.3659807241469
2015-05-29,600233.SH,13.56783919598
2015-05-29,000983.SZ,-4.9682875264271
2015-05-29,600100.SH,40.940254652302
2015-05-29,002027.SZ,0.0
2015-05-29,000002.SZ,-1.7123287671233
2015-05-29,600837.SH,-9.9615519049283
2015-05-29,601225.SH,4.1543026706232
2015-05-29,000938.SZ,46.378304153793
2015-05-29,600340.SH,-13.091740124061
2015-05-29,000671.SZ,-9.9266125917343
2015-05-29,002714.SZ,26.557823129252
2015-05-29,600011.SH,-3.7366548042705
2015-05-29,600958.SH,11.395133969818
2015-05-29,000725.SZ,11.504424778761
2015-05-29,600373.SH,59.246740704973
2015-05-29,600008.SH,-5.4105665181413
2015-05-29,600704.SH,72.407883461868
2015-05-29,002608.SZ,-8.62688713156
2015-05-29,000425.SZ,-0.33990482664853
2015-05-29,002493.SZ,10.833333333333
2015-05-29,600804.SH,23.16534040672
2015-05-29,600588.SH,42.481293748491
2015-05-29,601288.SH,-8.0808080808081
2015-05-29,600061.SH,1.6460905349794
2015-05-29,000060.SZ,13.486842105263
2015-05-29,600309.SH,10.03323452798
2015-05-29,600959.SH,572.95597484277
2015-05-29,002602.SZ,0.0
2015-05-29,002008.SZ,14.857081625546
2015-05-29,600339.SH,2.2222222222222
2015-05-29,600109.SH,7.6305220883534
2015-05-29,600170.SH,40.351051258312
2015-05-29,000895.SZ,2.0765929496141
2015-05-29,601216.SH,14.374225526642
2015-05-29,002450.SZ,35.333543261932
2015-05-29,600369.SH,-4.4272948822096
2015-05-29,600038.SH,62.199036918138
2015-05-29,600219.SH,-2.7027027027027
2015-05-29,300122.SZ,32.431657115288
2015-05-29,601800.SH,-17.230199166281
2015-05-29,300124.SZ,41.693437356586
2015-05-29,000157.SZ,13.613231552163
2015-05-29,002252.SZ,7.4848831508416
2015-05-29,600023.SH,32.962138084632
2015-05-29,601018.SH,21.81432813448
2015-05-29,002558.SZ,0.0
2015-05-29,600028.SH,-11.206896551724
2015-05-29,600068.SH,-9.149855907781
2015-05-29,000166.SZ,2.8602860286029
2015-05-29,600606.SH,0.11283497884342
2015-05-29,600809.SH,-1.0761945759793
2015-05-29,601688.SH,0.30895983522142
2015-05-29,000423.SZ,10.457142857143
2015-05-29,601169.SH,-2.0015396458814
2015-05-29,000100.SZ,2.8938906752412
2015-05-29,601555.SH,3.0011542901116
2015-05-29,000630.SZ,0.0
2015-05-29,300003.SZ,28.455738620497
2015-05-29,002142.SZ,-2.6790314270994
2015-05-29,600115.SH,-2.6578073089701
2015-05-29,600547.SH,-11.964230650632
2015-05-29,600674.SH,-1.1792452830189
2015-05-29,600682.SH,9.2925986543008
2015-05-29,000961.SZ,20.983778126635
2015-05-29,002475.SZ,16.382416526543
2015-05-29,600705.SH,-2.4150943396226
2015-05-29,600089.SH,-3.5815804434338
2015-05-29,002352.SZ,52.29217603912
