time,thscode,ths_float_ashare_stock,ths_active_buy_large_amt_stock,ths_active_sell_large_amt_stock,ths_active_buy_main_amt_stock,ths_active_sell_main_amt_stock,ths_active_buy_middle_amt_stock,ths_active_sell_middle_amt_stock,ths_active_buy_small_amt_stock,ths_active_sellsmall_amt_stock,ths_dde_stock,ths_net_infow_stock,ths_dde_5d_stock,ths_dde_10d_stock,ths_dde_20d_stock
2018-04-27,000768.SZ,2768626546,13197216,22115469,33463726,53850965,80932623,98261347,57840639,49772750,-22052375,-1204463,-142733900.1,16104775.9,16297912.5
2018-04-27,601390.SH,18328031235,0,0,8333248.7,5134560.8,23021874,11238273.4,30841271,14234542,-9993547.1,-1358860,-17796559.8,-48098071.1,-123583277.05
2018-04-27,002065.SZ,2791997722,27546816,49590077,43297135,56188547,53266710,62546204,50884749,49457882,-26741135,-3097139,-4743619,98168837,-12097212.8
2018-04-27,002739.SZ,1140189309,,,,,,,,,,,,,
2018-04-27,002007.SZ,802641191,25689170,27967988,25074723,22480748,61439332,35401723,47383414,35217264,-30608402,-1096128,-78932313,-112895666.9,-175722976.9
2018-04-27,601727.SH,9851418576,1377600,0,3839954,2418837,5833256.3,9021422.2,7981609,7999478,6345736,1106755,-4885237.64,7090827.07,-6725791.46
2018-04-27,600066.SH,2213939223,2099149,4958909,17541304,22599057,35323651,47987245,18948716,22777729,-1237050,-61727,47404514.1,-19344119.3,-74495802.7
2018-04-27,600570.SH,617805180,185577340,98346215,181484790,148361400,233908280,215966950,100642869,84083643,36124719,561270,-311866491,-864228789,-896994074
2018-04-27,000568.SZ,1401771961,40613223,60312025,49438409,84392252,125593311,133199833,56898633,50925435,-57562950,-986022,27164674.8,-29446831,15350880.6
2018-04-27,603799.SH,585629423,112360998,65781993,207967780,143733290,249253180,237714310,96005812,98973720,120000418,1103008,54595470,-711513846,-1709777856
2018-04-27,601718.SH,4391629404,0,0,3817988,7473349.9,16769943,10550129.2,9657782,5856932,-8512555.1,-1839154,-78666032,-100796573.9,-124341127.66
2018-04-27,601211.SH,4732696233,44822146,20139370,48790568,32562870,67496883,51741675,45281425,61029473,51399437,2921570,59447738.3,-12704500.6,-44447276.26
2018-04-27,000959.SZ,2966526057,0,0,678994,3285008.3,10277391,11805311.7,8087563,12870627,1615904,373700,7430484.36,19949771.64,26976474.12
2018-04-27,601212.SH,1964675085,0,1138444,798950,3720786,7525432,12981039,13965734,12587880,-3607261,-654700,-35636228,-107230505.5,-120820240.6
2018-04-27,000792.SZ,2749891628,6836882,3752905,18854107,19811397,36339070,34688652,25663492,18868671,-2171039,-181785,-160228843.6,-157552538.9,-381703106.5
2018-04-27,601611.SH,961800000,0,0,7585964.7,822933,9473271.9,8578631,8607640,12193637,5291055.2,567465,24037487,28238488.5,-14134590.3
2018-04-27,300027.SZ,1920381277,32461306,9911109.1,38718838,20637838,55288386,27108195,46047807,32379793,7463636.9,853493,-37500090.3,-146998519.5,-389643242.2
2018-04-27,603260.SH,70000000,44657534,29302517,92979563,81666453,155440070,146319790,93322961,80850661,12051220,167306,6442252,-113507408.8,-139305175.8
2018-04-27,000338.SZ,4315332257,14177274,6447606,20883259,25445044,71426261,61907157,33537108,32567267,10097824,1220291,47523641.8,-108667923.3,11920622.4
2018-04-27,000963.SZ,868119982,100518277,39414687,86555506,62374649,92083979,101727724,60067064,45430022,39632650,581145,-572393,28220539.2,165041960.4
2018-04-27,600010.SH,22038833821,12099376.3,43995964,8664515,11106894.2,11255839.2,12434431.1,9498471,6130223,-26562503.6,-12794791,-71480925.6,-129834406.6,-99891050.6
2018-04-27,002294.SZ,1046016000,14974029,21936511,26725105,27816952,37586855,35475686,41385220,33652588,7414948,181120,-10809808.9,-51224712.3,-60683639.3
2018-04-27,600104.SH,11503432857,71587267,75895073,58460568,72468388,93104715,97772993,53965963,81285710,32879012,1024008,19690133.2,47709690.7,-234306520
2018-04-27,601377.SH,6696671674,4298210.4,2555088,8539020.5,9752170,15579650,13877477,12875381,12914703,-2671497.6,-419833,-30261852.79,-105642979.69,-83681515.24
2018-04-27,601828.SH,315000000,0,0,5914527.5,11100806.1,27130799,26266957,28898308,28855054,-5911867.1,-372279,-16660474.1,-118891830.4,-73316462.66
2018-04-27,300251.SZ,2752027091,161082620,107293392,90277989,50786292,119976563,77581190,92180773,75266598,88812862,7777807,29927147,-124875091,-362874625.2
2018-04-27,002500.SZ,2828725153,85138431,66212556,67630969,47756922,76019425,57668903,65841082,59819716,24464885,2946060,25559670,-53865803.2,-58136726.2
2018-04-27,300059.SZ,4133806307,897661500,632874460,308597450,245066930,321780790,290876270,240908240,190265830,118667410,8084687,-74178650,-413607110,-1362896526
2018-04-27,600887.SH,6033369162,1691385000,1495403500,433257310,441799460,845421340,343207030,667306990,88434435,-1894227840,-71632676,-1259356038,-1486450298,-820395733
2018-04-27,600390.SH,513537748,0,0,343842,1150390,7907992.5,7523351.9,6878026,7563040,1245204,127475,-2040230,-16062839.22,-24246268.62
2018-04-27,002594.SZ,1138332959,17085455,20877217,23329496,16304047,39870795,31448300,34077129,39452338,-4608139,-88139,-43827952.3,-271384022.5,-656389513.4
2018-04-27,600816.SH,2497603779,5825852,0,8352259.4,5207364.1,28204954,18875171,25462526,17805402,-10274331.9,-894140,-23343360.5,-76877293,-134671618.01
2018-04-27,002153.SZ,484456043,4440055,12366610.5,15928805,11347927,22634324,24296800,26572707,19763048,-17106533.5,-688363,-79768219.4,-228656846.4,-203309661.9
2018-04-27,601336.SH,2085439340,251233060,95684264,217798970,173914700,223303690,212871570,103158994,130391760,218993276,5093591,351193056,61197728,25834154
2018-04-27,600703.SH,4078424928,156732550,177987670,198144270,214403410,215954630,248089240,183629930,154548230,42739450,2127570,-875599487,-1240970037,-1806966379
2018-04-27,600660.SH,2002986332,24874500,97568314,88497492,103867057,157423530,141066670,115578334,114355771,-133158100,-5974808,-164118017.2,-181299027.71,-228400560.61
2018-04-27,601899.SH,15803803650,125290064,65373525,52792595,50713676,45109088,71284580,31024391,39355697,35279534,8456284,-28530874,-391883713,-635367606
2018-04-27,000503.SZ,898779932,13020525,37564340,45557318,47840760,55018309,55090649,23573588,24463524,-17937677,-447082,-96564537,-679362642,-790076054
2018-04-27,601198.SH,2757960657,0,1656833.6,5714224,2320312,17887930,19089139,14410345,13701452,-1773116.6,-132896,-19259606.98,-44637722.08,-44798052.48
2018-04-27,002310.SZ,1623245214,33564917,14197070,24607334,19079819,52233758,27645166,25689739,24328670,3209195.8,160072,-2955932.65,-99693785.05,-291788545.75
2018-04-27,300017.SZ,1606725856,80259790,111010345,83828550,103429854,124442979,124900382,107566935,144544550,-33884574,-2665787,-486932559,-734781052,-785217653
2018-04-27,000402.SZ,2987793996,0,8040475.7,6459231.8,6051306.8,11671519.3,15359632,7942669,8467942,-9995569.3,-1109074,-16108799.78,-90345105.68,-127563354.28
2018-04-27,000709.SZ,10616897727,3028870,18012247,8245489,9849807.3,12262577.7,19085919,6621114,11395934,-3010504.3,-921046,-18123167.7,-66706896.1,-195189954.8
2018-04-27,601766.SH,22917692293,41263796,18905729,39667070,37969465,78453954,51561874,75026397,51428899,25744459,2660553,59299328.4,-82545697.2,-533199798.5
2018-04-27,601633.SH,6027729000,0,1284330,3393058,875594,3758301,6087856.6,10412167,7273698,-203639.5,-20397,-2634273.46,-17227065.36,-43691206.05
2018-04-27,600188.SH,2959869500,21626075,11089811.3,30527094,30907730,95305903,77115141,51961125,58593162,3222731.7,215836,68909859.8,138226750.5,46846648.6
2018-04-27,000001.SZ,16917983372,328157620,823722140,244031900,491422750,339803290,375773390,243962280,111597504,-883335260,-81183205,-723045018,-936270106,-298440728
2018-04-27,002146.SZ,3892432053,32171221,71899519,42283837,48680085,43804449,41856240,36499006,34981649,-26600456,-2646060,38026007,-153006801,21503160
2018-04-27,601888.SH,1952475544,39954804,72202994,71137107,102993131,109869742,125380741,52901099,39731181,-26036243,-510446,-67637379,-442779784,-522740769.7
2018-04-27,600383.SH,4514583572,9700555.4,13991329,37344312,44330417,24577424,53157378,20217034,31670936,25805827.4,2290836,133462837.3,396986669.2,322299556.4
2018-04-27,300433.SZ,446440671,4093670,7397914.9,10247434.4,11279407.9,19819843,26632019,50490219,31514167,-3865930.2,-185029,-30700116.3,-138836665.5,-711154866.8
2018-04-27,600498.SH,1032176486,29973047,91125779,76803920,149485330,191200710,199487270,132203886,77259820,-234560326,-8306202,-264631224.7,-414611147.7,-457766695.9
2018-04-27,600085.SH,1371470262,35346503,6703359.8,70601795,27953314,98103581,88098565,53756599,71122924,55568223.2,1580933,18699195.1,-135660703.8,-1151514.8
2018-04-27,601998.SH,31905164057,6239489.2,4310890,38019607,23045078,20564614,21715073,16904372,25606772,-244264,-58139,-8817746.1,7980273.7,139760339.1
2018-04-27,600438.SH,2782481409,9462586.9,18053043,19753998,29425252,107337057,83036633,40693578,42348646,-40308645.1,-3404628,-278732255.1,-377925194.7,-416601759.3
2018-04-27,601877.SH,1700766157,43582484,27060824,51702188,54570416,67258780,78845737,36838132,36215019,6939232.2,215093,-47155094.3,-52955249.4,57918968.3
2018-04-27,000538.SZ,1041392430,72010435,17569998,67416090,50180883,58928871,68070940,34642744,61495618,29010844,305677,45327275.2,-60198535.9,-118400989.8
2018-04-27,002202.SZ,2804771298,74936443,52778268,38025210,19394905,49245361,38710009,29646646,31918942,56149335,3257316,24035049.6,-120650177.4,-537513364.4
2018-04-27,601628.SH,20823530000,9938666,6354707.7,37634448,12810585.9,52570721,90852835,43163625,53505253,41484025.4,1692593,84784306.2,21983271.4,1099055.9
2018-04-27,600482.SH,908903478,0,1731034,12446576.6,18600487,20361734,21053533,12732786,25239228,5758361.2,235369,-68819319.4,-43379716.4,-145447537.42
2018-04-27,002601.SZ,671775642,,,,,,,,,,,,,
2018-04-27,001965.SZ,554813631,0,0,2286576,0,10843614.6,9347868.1,10432630,11327542,281360.9,31180,-2427512.16,-12245914.38,-48121978
2018-04-27,601901.SH,8232101395,2457415.8,0,6785703.4,2129398,14091746,11081542.5,11055469,9197529,7220348.2,1224978,-1833991.8,-39234268.2,-105508194.51
2018-04-27,002508.SZ,934535156,22758571,6504749.2,25556729,27026734,44352437,43868353,50261425,56236997,20060180.8,590919,-11355510.8,-48447493.4,-250936981.3
2018-04-27,600019.SH,22089726225,64604587,64604072,73908464,96846714,57471778,72607839,64862846,57486035,9036890,927905,97778859,239296606,99887327.7
2018-04-27,600549.SH,1081574000,1133167,9161366,27130729,25835955,37494879,41736681,33853335,32170200,12744307,558174,-34569914,-440520142.5,-788596978.1
2018-04-27,000858.SZ,3795770918,141420750,258688380,189237060,228762990,236408330,256608500,159095100,136821540,-164864310,-2440788,-84688264,157145435,788771431
2018-04-27,600153.SH,2835200530,3876032.2,4287701.6,14852343,10540802.1,12938831.7,19416821,21091520,10591367,10318848,948319,9797519,-33545221.32,-74538406.37
2018-04-27,600519.SH,1256197800,602592390,987518930,502153770,454673340,705860930,607027090,835236,6024504,-382993170,-578117,-157432980,-1096484410,-172365420
2018-04-27,002085.SZ,2113734012,65925577,36592765,35905486,36996461,54596483,59072469,70751402,46970249,18979154,2111127,-582080289,-582080289,-582080289
2018-04-27,600297.SH,2391777141,2179200,0,1431160,4492404.9,9393351.3,11612057.2,8762651,5395212,-4942546,-729066,-2869458.15,-7340574.74,-50580160.96
2018-04-27,000333.SZ,6366694664,211580670,204986450,493927820,231806920,353726720,329334450,115905930,134699900,-8067130,-169590,-230955853,-266009415,-319716109
2018-04-27,600036.SH,20628944429,383167710,194222840,254056650,188835370,266983130,209809430,75513606,92119430,152472510,5168268,214827213,-288371521,65974815
2018-04-27,601333.SH,5652237000,26793267,9530364.3,22256066,19539933,33423810,27125949,15047023,10217725,4615678.7,1013929,2983363.1,-41918782.7,-20996530.5
2018-04-27,601991.SH,9994360000,0,0,1523465.4,1482553,5142932.2,8975642.5,6462876,6213608,478147.7,146031,-1631843.1,-13922839.67,1713136.59
2018-04-27,300024.SZ,1513635845,82515502,44234570,52277434,43411227,92459144,73448045,62450648,66048147,32951885,1648729,-162557106,-732854967,-398327875
2018-04-27,000415.SZ,3547903027,,,,,,,,,,,,,
2018-04-27,603858.SH,327835112,12174638.4,8215017.5,22909283,12453703.7,59602759,35244163,42136450,48554534,19937652.8,400588,-4580490,-55226202,-204546282.9
2018-04-27,600535.SH,1080475878,8310127,9164771,46834443,62007340,66238118,59449537,36333329,36898412,-11426824,-256894,-112797713.3,-127150448.8,-300089318.3
2018-04-27,601992.SH,8145479020,15920580,51969078,21598049,36413889,39747567,42190079,34214552,22755986,-76265318,-18093726,-359826154.5,-226061199.1,-398127236.7
2018-04-27,600362.SH,2075247405,16132128,8342245,44280701,28866533,49898819,59867599,26051204,36959737,53540167,3118223,-11754222.4,59147495.3,-49439053.7
2018-04-27,600820.SH,3144096094,0,0,4165733.1,3417053.2,9251175.8,8803679.5,9800271,7708014,1192069.8,170305,8676652.9,-30125791.12,-50900911.85
2018-04-27,601808.SH,2960468000,1147722,2149412,9684420,10654782.2,18151306,18085639,9963715,9681128,-5743385.8,-513500,-18167909.6,-61414581.6,-60815879.14
2018-04-27,601601.SH,6286700000,83482735,100652608,107323391,139318890,161014470,248440270,106697224,124454694,69216281,2160642,216320739,99206397,-454665317
2018-04-27,600489.SH,3451137189,2100875,23264564,13705749,28265919,30274133,37891135,35041571,22112401,-44050042,-5049562,-259672390.9,-331313634.4,-446173437.2
2018-04-27,002555.SZ,1161874699,3094917,13117325,7766854.2,13880752,27568578,22606844,27478365,24738866,-20195507.2,-1424935,-73396631.5,-147765047.8,-321821564.9
2018-04-27,000728.SZ,2946150000,1209809,2089934.7,10197756,9786160.2,31641972,30929496,21103206,20054332,-1977172.9,-231315,-29713466.4,-33628858.2,-64120060.6
2018-04-27,603288.SH,2696886700,8759567.3,2254478,21330772,15930146,31702951,29099170,24153766,21389273,-217885.7,-4688,-36580280.9,-51049073.5,-89274810.1
2018-04-27,600867.SH,1644424100,76304135,82944183,128058336,81859719,226004480,136271760,56187358,58453956,5719652,184924,78737323.3,196570986.3,261247225.7
2018-04-27,002241.SZ,2723392106,17368473,10163013.5,31703531,19727449,44362542,55890996,46758179,40000243,11770549.9,1038020,-181757335.3,-556101299.3,-1023940225.5
2018-04-27,000723.SZ,1081244412,,,,,,,,,,,,,
2018-04-27,600893.SH,1947726550,27104410,113983657,61549339,134710340,110441452,113990519,62357904,42801774,-152000969,-5628836,-286861309,-167763567.1,-414184471.8
2018-04-27,601088.SH,16491037955,71737839,31842208,71657038,49360854,85779746,75883200,64223907,56322801,63815025,3035684,160362926.2,136779382.2,67665433.3
2018-04-27,600015.SH,12822686653,13519994,26702719,22014995,25776078,17001987,21559983,17841500,12481825,-11864220.8,-1371143,-97527652.4,-183679743.15,-203362271.55
2018-04-27,601006.SH,14866791491,45211350,31569064,34601638,29826366,25899349,32082434,44493603,25043998,8102738,975671,101602329.8,35146287.2,9392432.8
2018-04-27,002230.SZ,1197222717,174759840,495160340,146037240,217912900,244788030,244106230,218463850,136175240,-390299150,-7349143,-1216398900,-1688300739,-2944586581
2018-04-27,603993.SH,12953730699,22731827,67775097,44880123,74997194,83492313,72462743,77453338,53333522,-80940378,-10652499,-220067689,-735463976,-1782706476
2018-04-27,600030.SH,9814661700,186505470,171407230,268108670,231934260,354502510,242322190,141370010,118658600,-90637306,-4818051,-1231153,-844606459,-938064680
2018-04-27,000898.SZ,6148992110,0,1251164,10980467.4,12279676.9,16249430,18219457,11603581,7415906,-3103170.5,-494017,6562098,22119711.8,-22485913.2
2018-04-27,601939.SH,9593657606,148452200,152613970,110818530,181740850,108859667,98215392,50021901,47055787,-40219288,-5575161,9444769,-488934094,-224365236
2018-04-27,600583.SH,4421354800,3258167.4,34972733,6761906.3,21555396,42039608,49438638,46387477,25608649,-49185731.1,-8358694,-47989552.7,-94096248.1,-17273300.2
2018-04-27,601318.SH,10832664498,3409847900,4751503300,1637673300,1643848300,1683767300,1264135300,945405150,411697160,-2363791400,-39108717,-2931937310,-4883918420,-6323682950
2018-04-27,601838.SH,361225134,10152123,2067067,16487227,10733174,39209937,38650547,26577976,29411925,10026107,950757,-4935056.3,-179564133.6,-186863106.2
2018-04-27,600909.SH,2702000000,1411200,0,5319018,3855718.5,9856265.8,12946954.4,9995450,9325348,-10093.3,-3134,-9475658.16,-53968028.56,-44108041.86
2018-04-27,000069.SZ,6147269697,12272966.7,25876300,32226027,40041507,31523179,114137091,33600975,65895546,25307952.7,3285268,52490225.09,-29881200.61,-137122155.01
2018-04-27,600999.SH,4903699507,3206210,5746520,12442206,12684867.6,25250640,27061100,31854552,39115457,-5837996.6,-358484,-49945720.2,-104268295.5,-164963891.9
2018-04-27,600048.SH,11736340939,211785910,410886900,240476000,384086430,265181980,411070670,221104820,135560310,-182666250,-14329663,-139964290,-548754214,364932424
2018-04-27,600926.SH,1474129608,30488371,14196023,38931194,22244081,59575901,37885819,30135909,26838956,24235849,2140247,10845043,-18867684.82,-62348829.22
2018-04-27,002466.SZ,1135536721,93027327,89752537,51632407,45850062,80249037,67221531,65870945,44279727,-54653429,-1042516,67761456,-226006681,-1156689126
2018-04-27,600009.SH,1093476397,36236354,27901883,74400168,60644491,68349807,59543543,50065922,57700426,52612603,1073862,60686792.4,63198422.8,-75959776.51
2018-04-27,601989.SH,18361665066,14164561,72136696,25625927,39460221,49533612,73741230,62304167,44551108,-89731546,-17617093,-218145739.9,-547917067.9,-350906806.9
2018-04-27,002081.SZ,2559279959,5506443.5,11440758,13277129.7,16682888,39566131,27578206,31682738,22776810,-20584797.3,-1677800,-72710131.6,-135220943.2,-174857788.5
2018-04-27,600111.SH,3633066000,26970976,19683699,20504147,34888906,52529675,64864184,50542235,39264049,-13884915,-1122799,-203757987.6,-333737305.3,-656670603.8
2018-04-27,002411.SZ,294406375,38878931,8024675,16282895,5007603,12599337.7,10420582,9230243,11793506,22286770,828144,26246746.35,49713555.05,66848433.6
2018-04-27,002572.SZ,619763310,11598063.6,14467578,8806090.4,10806397.8,74963200,36184780,23355771,47824945,-6765025.7,-212104,150863990.4,322311535.6,319760579.04
2018-04-27,601009.SH,8069503211,98630135,30822152,93914111,43903189,82625320,66013803,50581373,48871753,85101450,10117066,205312873.2,-39091947.5,135773596
2018-04-27,600795.SH,19650397845,12143798.8,24855604,6408589,7840957,16071064,19219267,10034481,7649527,-10362147.3,-3664939,-81739273.7,-143594897.1,-271733742.5
2018-04-27,601117.SH,4933000000,0,16150233,33214160,21974009,29313638,27253282,15584771,25734259,11891665,1573936,5780621.3,-3542034.5,-72394255.7
2018-04-27,002304.SZ,1242194013,99395756,146243030,73523633,63187450,124478006,118807013,81130613,72249724,-15963058,-139811,-76088900.4,-162707573.1,-122581774
2018-04-27,600977.SH,565000000,1827492,0,16289208,27370735,44270918,29536762,18715304,16363023,-19914082,-1265207,-13835296.1,-27480081.3,-42876399.5
2018-04-27,002460.SZ,524285248,117213692,80263503,96398073,87438516,153613440,132111755,100396826,89607159,316879,1867,-450629138,-1369357551,-3659974088
2018-04-27,002468.SZ,331776000,22916445,6452173.8,3013020.9,2156530.2,6240185.7,9074017.1,7051135,6804159,4085091.6,173057,19389190.1,75574910.1,125034765.2
2018-04-27,600352.SH,3253331860,12250432,17912588,23633920,40566789,62233007,68713833,72359581,60570759,-26143343.1,-2395808,-140316526.1,-360898277.1,-475712975.1
2018-04-27,600376.SH,2545809968,0,0,933872,2341525.6,3855646.2,7331539.1,14904203,4886827,-893665.6,-100993,7999621.1,-4409136.8,-10542734.3
2018-04-27,000559.SZ,2753149374,0,1027664.82,3095062.3,1590024.4,6315285.3,8734880.8,6107997,6623242,458055.48,54981,4617568.48,-6256414.98,-9066928.1
2018-04-27,300033.SZ,263620146,9792643,8938265,11502412.1,13826084,25757411,40330048,33347584,21283514,1428080.1,27940,22210799.1,-132492057,-228682618.8
2018-04-27,002044.SZ,1097332604,68076271,14522192,25071591,49096726,77694250,75788537,64924836,38651838,-32910216,-1154455,-47990903.5,-82465725.7,-69377188.3
2018-04-27,600276.SH,2816883038,95237724,118483209,185500430,173709620,246957700,198749690,133900527,114110772,-133276785,-1621025,-284952776,-334179862,-1092189492
2018-04-27,002736.SZ,8200000000,4618401.3,0,9848975.3,5412316.7,13859362,11227223.2,16544604,11852328,703025,63812,-8286184.3,-23881527.88,-26929481.78
2018-04-27,601818.SH,39810453118,44704193,21366876,23598877,23342183,23165824,26293882,38255532,10494793,22415667,5565558,87290792.3,-199861633.7,-142350450.4
2018-04-27,600221.SH,16436002728,,,,,,,,,,,,,
2018-04-27,000783.SZ,5529392213,0,0,10855767.5,12099693,12927348.5,14033876,11733530,10128925,-3076538.52,-463712,-57748115.62,-73289858.72,-106893467.32
2018-04-27,000876.SZ,4165910756,3714214,7239925.7,16609422,13950878,6899117.9,11211188.3,11018180,9988397,-749874.4,-109706,-49429644.7,-9969568.8,-24609039.69
2018-04-27,601866.SH,7932125000,0,0,2136710.9,2796591,3954194,3841547.1,3784180,3647010,-2209514,-750100,-7373637.76,-6333195.06,-10857658.25
2018-04-27,600522.SH,2731145566,6918486.9,22092018,37659426,67530621,68529044,73006460,61931958,50592650,-53923300.1,-5495926,-540893898.3,-854664592,-1060321390.4
2018-04-27,601398.SH,269612212539,356612430,329181510,115765371,113894136,138563920,129444431,58096145,66099236,64476993,10621931,133623016,-103117811,26787811
2018-04-27,600398.SH,4492757924,4222987,7087736.5,8715884,9200998.5,24270330,37477774,35144601,27553335,1147384.4,96553,-3018568.7,-26233379.6,-54060680.5
2018-04-27,601788.SH,3906698839,8589942,0,17569207,9327691,33562236,29111326,17598802,24633140,17496049,1381408,15489805.93,-23123181.27,-41941276.34
2018-04-27,000627.SZ,1353582497,0,0,4046680.1,5355224,12071457.8,15574640,10351074,10827564,-330271.9,-49100,8313272.7,-4689901.3,-33467205.6
2018-04-27,600436.SH,603317210,100791737,46341109,181273910,115652688,176542060,164154020,89927872,98490798,80317183,846985,126638551.2,49082596.1,-76118872.6
2018-04-27,600118.SH,1182489135,1379189,1156112,14042633,17022484,41559792,42470205,29188408,30625571,-302771,-18849,-122946514.8,-42032776.7,97972710.3
2018-04-27,601669.SH,11144401540,1113476,1103319,2508574,5445325.1,8631720,13691698,19943060,9250530,-8298120.1,-1305837,-26463848.48,-54648189.78,-94994148.6
2018-04-27,601618.SH,17852619170,2874610,2132400,4029483,6093493.3,9156121,11167587,10822060,10780475,-1926441.3,-527900,-10247120.1,-86469352.5,-137739271.26
2018-04-27,601898.SH,9152000400,3994000,1315291,4496622,1942852,5806686,6026471,4979410,5119418,3895025,780700,8744118.62,-15676735.48,-37689687.68
2018-04-27,600739.SH,1529709816,0,3251939,7375007.3,9534701.9,23423505,18922670,10117725,6592814,-17640146.1,-1021485,-22056525.46,-53769905.46,-231381100.26
2018-04-27,601881.SH,1228530884,4786006,1010533,21439599,12573175.4,35433412,33478986,18341409,17410442,2238829.3,216456,-20617037.1,-152311457.7,-186158359.3
2018-04-27,300070.SZ,2038513638,246674940,71699144,109615675,50213746,118737853,99353088,108783420,88937640,171630772,9359079,326827219,286960764,-61162160
2018-04-27,600516.SH,1719160378,26576585,47245540,95476860,92997211,158286120,156672930,101176443,83913760,-23666827,-916204,24672497,-313550574,-412477910
2018-04-27,600415.SH,5443214176,1319369,2614286,3359380,5115966,5956338.1,8781929.3,5769902,5243815,-3332338.8,-666475,-3882348.12,-22969873.42,-70383042.86
2018-04-27,601360.SH,397182443,11066872,52761215,41861357,76725154,107233873,160567870,118313181,90475315,-66882860,-1792980,-316654139.1,-202408190.1,-316853723.8
2018-04-27,601600.SH,10959832268,54641020,78034579,61572499,47003645,97285209,80868347,63665180,57337160,7086158,1483389,-551670773,535779419,97926827
2018-04-27,601668.SH,29731703317,82010661,51683982,59223664,69164721,96042384,87426188,42069288,49177860,43842568,5202550,172042661,-76237682,-536539230.5
2018-04-27,600406.SH,2205753602,4249898,24804438,47738791,30154850,30457273,30669019,18900795,23833785,15427086,889123,-60128573.1,-166090892.6,-140521317
2018-04-27,000540.SZ,4337020422,,,,,,,,,,,,,
2018-04-27,000063.SZ,3433984599,,,,,,,,,,,,-115881,688705090
2018-04-27,002050.SZ,1563788480,40466792,74124646,39171336,51807243,62923625,74806662,56717930,76982999,-35151082,-2302104,-122520747.8,-231712733.7,-326707561.8
2018-04-27,600000.SH,28103763899,10031252.6,23671139,44754413,25506184,79344166,40152389,29730907,19138108,-55919874.4,-4817387,-171093306.7,-240886750.8,-359095503.9
2018-04-27,600332.SH,1071179250,327014960,185097100,127574760,128635372,127999478,181125040,62284790,114553040,254209887,7241321,250425028.6,427018219.8,303345607.35
2018-04-27,600637.SH,2179898342,0,2255907,676325,8045518.8,11244294,15674406,12629640,14286843,-9511085.2,-565389,-49881771.2,-90979820.45,-106373366.36
2018-04-27,300136.SZ,744959893,17776986,16303843,37628594,30323908,60673459,55224632,49965012,41214788,-1175506,-44065,-261617729,-487953174.1,-534501071.5
2018-04-27,002415.SZ,7907065367,129775006,106137445,98401824,141972040,124622230,172368440,106003203,102545603,96222072,2493864,41370157,-775491091,-1157355757
2018-04-27,600208.SH,8598171921,11019698,6210196,36923004,20309950,40378366,25361633,16025028,33446603,26786433,6289516,-14242997.8,-76242731.6,-146945826.5
2018-04-27,601857.SH,161922077818,18135755,9199723,40162641,24932054,29869569,33455084,42432156,22004595,1224826.2,145824,-65143788.2,-13595559.8,-134638689.8
2018-04-27,600518.SH,4403191966,39665850,2940699,42279612,7719690,57256214,36354779,52991868,28100267,30389647,1352845,47117033.6,74419096.2,88200050.8
2018-04-27,600233.SH,783367875,0,0,1039165,787103,4686035,6059439,7711564,7644999,664025,43400,-16845185.7,-16951678.32,-8663825.67
2018-04-27,000983.SZ,3151197660,2585803,5145968,8319880,11245044,24326899,20572903,18638944,19279551,-8566982.4,-1115080,51549099.05,9173844.25,-28602944.95
2018-04-27,600100.SH,2963898951,36931306,66950487,73549191,73768864,73822422,102887769,38662333,51002094,25334692,2329667,-118476978,-74077166,-91499272
2018-04-27,002027.SZ,5804074052,412182640,311733700,154207290,133982162,130669598,150537620,92532882,92392870,65250378,5784707,88589386,-73409126,129679837
2018-04-27,000002.SZ,9715170043,64533268,93328837,111284778,136340320,196333160,224316570,125349234,119906536,-41393964,-1488033,-423891900,-740590184,-847281897
2018-04-27,600837.SH,8092131180,38540574,16153698,60056656,24604098,64853135,43358090,52377621,36532468,-244092,-40685,-92451296.5,-286629475,-480020959.5
2018-04-27,601225.SH,10000000000,21930376,21251460,34476857,40798609,72838829,45136189,47771872,33684660,10894554,1353923,60835729,157219958.3,390785532.8
2018-04-27,000938.SZ,206080000,8988357.2,24847666,26571373,53357848,71338190,92023262,48542875,45340959,-11976056.8,-168108,-86581666.8,-157209615.8,-46004088.8
2018-04-27,600340.SH,2954946709,19573182,32361142,36331367,53262335,76187577,93904369,57300865,57128621,30663885,1052079,125637305,-821261609,-813418995
2018-04-27,000671.SZ,3248006665,3517861,18886454,20100896,20619246,35440732,54246464,25906352,19180369,-23878150,-3356853,19843459.5,-142797712.6,-110146814.2
2018-04-27,002714.SZ,599647556,4960899,5250826,12156702.8,9284592.6,48185668,16704950,20345687,27911317,-3855365.8,-82178,-20903392.9,-25592913.4,76160405.8
2018-04-27,600011.SH,10500000000,4891028.3,1348254,7176672,2227967,13651374,8944959.4,11986772,6637850,6619514.7,1052835,23188103.7,14753391.84,30899379.29
2018-04-27,002925.SZ,75000000,5635054,23592826,23560108,33839968,56324386,67862197,49235818,46442266,-25593632.5,-394927,-218660515.1,-473868849.1,-1215993287.9
2018-04-27,600958.SH,5168372011,7371483.5,0,16193096,10925534.3,25286612,20044765,28331751,18191058,10923071.1,896882,15963007.1,-55523382,-40677164.39
