time,thscode,ths_float_ashare_stock,ths_active_buy_large_amt_stock,ths_active_sell_large_amt_stock,ths_active_buy_main_amt_stock,ths_active_sell_main_amt_stock,ths_active_buy_middle_amt_stock,ths_active_sell_middle_amt_stock,ths_active_buy_small_amt_stock,ths_active_sellsmall_amt_stock,ths_dde_stock,ths_net_infow_stock,ths_dde_5d_stock,ths_dde_10d_stock,ths_dde_20d_stock
2015-06-30,601198.SH,500000000,177085850,166304550,149683570,157031430,271131800,274029720,,,60084367,1942147,-352927468,-829328916,-2555842997
2015-06-30,002310.SZ,554991145,,,,,,,,,,,,,
2015-06-30,300017.SZ,496031848,416851170,417996110,146721570,189060770,161638370,181600130,,,68039760,1404997,-296745089,-1213275511,-1185381406
2015-06-30,000402.SZ,2986996935,208190650,311220270,284124870,273310440,485589590,392708530,,,-204500440,-16702101,-587878340,-1387758258,-1809621889
2015-06-30,000709.SZ,10616891727,,,,,,,,,,,1140528420,-38709280,-64616559
2015-06-30,601766.SH,22917692293,5508445700,3589819600,1900674000,1617523300,2186382400,2273598700,,,3650240400,206854241,-855169820,-3087716120,-35133205500
2015-06-30,601633.SH,2009243000,,,,,,,,,,,,-266893991,-1156133804
2015-06-30,600188.SH,2959980000,4633060,3303908,33456291,35077334,90063033,73116843,,,-23095468,-1957007,-223865129,-403258090,-489993758
2015-06-30,000001.SZ,11804054579,715037540,414084790,459725620,360790530,594581780,491922030,,,269605740,18901974,-682825530,-2505440320,-3619586180
2015-06-30,002146.SZ,3356100632,406438270,294906760,162581950,114251397,200322980,157470930,,,49788268,3570744,-42713712,-1046782105,-743953368
2015-06-30,601888.SH,976237772,193752860,291212800,122996466,148833900,131610128,121884781,,,-60654390,-978601,-31455860,-36508911,-187801022
2015-06-30,600383.SH,4491463472,100943982,62516827,115992123,101036114,137852650,105804367,,,6176304,-200497,8454214,-185851080,231684261
2015-06-30,300433.SZ,67360000,57399073,59243842,62969294,59144051,87493162,87180122,,,21424658,229995,-165899017,-329425374,-1248898862
2015-06-30,600498.SH,966704550,163603440,76331488,122415784,86900444,154449410,107900714,,,-36161472,-1819599,-190528688,-260580196,-765387161
2015-06-30,600085.SH,1371470262,425269010,242692640,188209230,154107790,218293560,133204497,,,-103854173,-3989587,-283204759,-428149278,-541976808
2015-06-30,601998.SH,31905164057,333409210,233603980,255624900,142436610,337393750,213121930,,,6650610,518114,-384306628,-563697040,-651307556
2015-06-30,600438.SH,687520000,9776228,6302344,28923959,14083957,42537853,38985933,,,-488382,-92805,-41479988,-58990418,-334289581
2015-06-30,601877.SH,1314906385,,,,,,,,,,,,,
2015-06-30,000538.SZ,1041354766,425617910,323379170,227925100,246263340,310548080,298545200,,,96454570,1052901,52872619,160198354,678463926
2015-06-30,002202.SZ,2147957633,374103140,261861370,188072410,153107890,356298090,288639500,,,70081430,3526043,-437908923,-1966695847,-3400881597
2015-06-30,601628.SH,20823530000,858748540,627698380,374091680,391359790,630763950,417941610,,,17547320,490535,-258675270,-1234848570,-2030107610
2015-06-30,600482.SH,524342000,,,,,,,,,,,,,
2015-06-30,002601.SZ,164262312,81016217,72217640,30626316,32537752,38760457,35090255,,,6967614,102824,-69995072,88671087,86284336
2015-06-30,601901.SH,6100000000,271115610,157165780,232942870,185349420,555432580,357061130,,,38312750,2766927,-747022560,-1593644598,-2716657130
2015-06-30,002508.SZ,471562500,51801102,23301286,28590194,26039412,46282204,39275786,,,1944883,44552,10746751,21592851,118024752
2015-06-30,600019.SH,16424278824,308511300,217532880,242527940,182880440,355265760,286572250,,,63137090,6233954,39629217,-749542223,-563088313
2015-06-30,600549.SH,886574000,49081630,32358402,107338280,74027513,132923666,109362617,,,-21102099,-957043,-299164970,-543177327,-765847101
2015-06-30,000858.SZ,3795682029,676798700,724538380,596032870,522484420,690805700,536946630,,,-187877750,-6565501,-364552200,-1232655240,-667525795
2015-06-30,600153.SH,2835200530,,,,,,,,,,,-487661677,-1689214013,-3883040755
2015-06-30,600519.SH,1141998000,506390800,382735090,444632680,339753990,806224560,544749390,,,-105138260,-428776,-168529419,-885255454,-1556840277
2015-06-30,002085.SZ,376245906,97226482,108803137,38111827,59586721,49745925,78993666,,,17690927,237849,-34810332,-149308676,-237544470
2015-06-30,600297.SH,350000000,58673015,20644485,55696534,26869994,44192161,40918968,,,40559192,2158363,-8216207,-164247459,-257226973
2015-06-30,000333.SZ,2263778847,421483790,409020410,331866600,295246990,505157430,397165100,,,88895130,2322051,-265101193,-131938613,-388101956
2015-06-30,600036.SH,20628944429,2051081400,1396872100,1878165300,961893750,1148048400,933743450,,,447900430,24439338,-1146196000,-1447638950,-1729821920
2015-06-30,601333.SH,5652237000,295161650,373464920,313764210,322488980,457367500,371357520,,,-202853130,-29483171,-703262543,-1357173038,-3188163409
2015-06-30,601991.SH,9994360000,105122031,104972919,160223240,119853067,221346970,179225120,,,-24587301,-4179731,-102093729,-682906294,-3002442004
2015-06-30,300024.SZ,633896641,942046420,659498450,224852710,222689680,343021990,292690800,,,113913440,1364204,-530763147,-1366818787,-4575482407
2015-06-30,000415.SZ,3115536808,46549905,66996660,99014757,96072427,160080490,141086480,,,-8964413,-1332969,-309413041,-1482592113,-3167184126
2015-06-30,603858.SH,0,,,,,,,,,,,,,
2015-06-30,600535.SH,1032842654,329329410,157904090,204476940,144693500,188537620,172365800,,,125270765,2568331,-105690624,-315336410,-676608928
2015-06-30,601992.SH,3111402625,76791969,22651731,97292556,89537803,164632050,125210507,,,5590298,243504,-137085438,-719121466,-1177998218
2015-06-30,600362.SH,2075247405,173709590,125679124,216441900,264652610,282754530,202788460,,,-129897498,-6611173,-668474570,-980983900,-1922401150
2015-06-30,600820.SH,3144096094,162477820,215699380,193522790,169675330,286508010,273584020,,,3945841,-884234,-635874377,-1742500199,-3783054043
2015-06-30,601808.SH,2960468000,157756720,246968280,250289000,280310470,415743370,368040410,,,-249852740,-10178461,-797455609,-1145774926,-1837507185
2015-06-30,601601.SH,6286700000,832276780,579875910,485288560,469783310,829520860,559328580,,,51789700,1610097,-388796820,-1308859340,-2347810090
2015-06-30,600489.SH,2943228797,68858769,131653535,133901350,163449300,237190610,199593040,,,-137690340,-11609701,-519663020,-858409505,-1150505386
2015-06-30,002555.SZ,159030000,113800389,151238730,104918844,102215098,134457660,116391841,,,-83743442,-1870212,-408142796,-623158310,-1284507251
2015-06-30,000728.SZ,1964100000,741088510,639303700,537912330,528058430,692093440,653663870,,,-8491980,-958480,-1242427800,-1325495388,-1741493996
2015-06-30,603288.SH,269460000,5863103,7035548,35948957,36071733,82376672,63039639,,,-29675120,-1013713,-123955169,-191154906,-302505593
2015-06-30,600867.SH,1127060581,121387670,95572818,91882080,100352146,117796196,106142484,,,-2137320,-375253,-192526850,-687477332,-2264915347
2015-06-30,002241.SZ,1225255287,417050790,397954110,83913258,111262841,159189020,144396130,,,37337377,970263,-91909931,-381485135,-1338833195
2015-06-30,000723.SZ,194864103,193325560,39305701,41507056,58466108,78103884,162530260,,,94708116,5749749,109139974,109139974,-199363220
2015-06-30,600893.SH,1086223956,484560100,457540190,375563120,258013820,479054150,287306070,,,-366141350,-7333209,-1497682490,-2652079290,-3514976710
2015-06-30,601088.SH,16491037955,304277740,221557420,307396150,272391010,547790230,431991440,,,-73365420,-4113355,-833021810,-1675910850,-4847946670
2015-06-30,600015.SH,6487686811,343423770,184392280,295372610,204087150,570962550,354629420,,,-5714720,-691157,-252665488,-1011045375,-994173755
2015-06-30,601006.SH,14866791491,1409237800,1278536790,751977630,559674370,1202661390,756310770,,,-399903290,-32670598,-250287040,-551291070,-868972600
2015-06-30,002230.SZ,893716463,658323060,529612620,228778930,156549720,276010590,235555480,,,-3790260,-696347,-316857195,-1119457805,-3111360865
2015-06-30,603993.SH,2036978242,35382372,41558972,60572669,65898985,110801737,90436402,,,-37634750,-3453701,-212882363,-396109418,-615517236
2015-06-30,600030.SH,9814661700,2881487200,1817516200,1654611600,1146023240,1914811300,1592513000,,,918252840,35695237,-2403901830,-4829791550,-11776315510
2015-06-30,000898.SZ,6148931710,50202734,46177558,81054421,77531236,131326135,125391890,,,26715397,3488079,-89045647,-614231236,-591563975
2015-06-30,601939.SH,9593657606,873057550,619130220,575858430,367406410,769147080,435345190,,,-47023350,-7789301,-366128500,-1296272990,-2234020990
2015-06-30,600583.SH,4049014200,1119660680,1269121160,1016551180,667150180,1397824800,730076840,,,-1536528370,-97293549,-1708916590,-1573396658,-1586689983
2015-06-30,601318.SH,5416332249,5647879500,4384415000,2952597000,1884037100,1484834200,1333607790,,,517707400,6353384,-2873178270,-5476625860,-9642289780
2015-06-30,601838.SH,0,,,,,,,,,,,,,
2015-06-30,600909.SH,0,,,,,,,,,,,,,
2015-06-30,000069.SZ,3112464075,687172060,815013180,429971830,475098650,702806010,579201330,,,-294209620,-25445939,-868720780,-1970421640,-3038900670
2015-06-30,600999.SH,4803099829,857736210,562480180,428412880,311181160,710279710,460123370,,,-53329580,-2626765,-744831610,-1744343300,-3890115060
2015-06-30,600048.SH,10752686853,998016930,621428250,445997120,342964950,796219700,573877790,,,286210190,24431513,-607091800,-1579662530,-4109423100
2015-06-30,002466.SZ,165041800,96522281,89258864,56016468,57167863,76970493,75347820,,,-11703067,-252433,-175232043,-309370932,-322436103
2015-06-30,600009.SH,1093476397,106143148,63179506,140792890,105908335,227098080,173696530,,,15211687,470876,-437321496,-1063581713,-747485004
2015-06-30,601989.SH,17957855544,2003848300,1313349970,1157796380,912017050,2067752000,1729855800,,,217760570,13073450,-5934384640,-5934384640,-16341547740
2015-06-30,002081.SZ,1678902865,481926570,240962310,134770960,136312230,141773170,129289903,,,-20857142,-1742320,-540468411,-808733085,-808733085
2015-06-30,600111.SH,2219204781,278909890,242117210,307191960,245835800,545070200,445547400,,,-52538550,-3285170,-877641385,-2767428548,-4868861658
2015-06-30,002411.SZ,258535910,82055924,38089439,39858394,45105974,44250702,50184335,,,37399299,2206039,-39279843,-240766763,-548717325
2015-06-30,002572.SZ,266824000,33368594,0,12543161,0,19554506,0,,,-27553772,-713274,-23214560,-23214560,-5581809
2015-06-30,601009.SH,2968933194,947425840,884130140,564656360,539636550,850093260,694309960,,,-333688380,-15113473,-414064260,-825311032,-1949924692
2015-06-30,600795.SH,17815535461,1122073940,956400050,831628650,694812980,1205385050,1045279150,,,-36583550,-10074525,-2487424910,-4721883350,-6809838630
2015-06-30,601117.SH,4933000000,142213050,97159245,143930520,144869060,185815900,157526110,,,-12018007,-2040813,-226248015,-958587015,-2184676855
2015-06-30,002304.SZ,1228247208,61895247,54196847,51920535,57813950,140633670,102173132,,,-33376804,-501921,-27795400,-339657243,-330414490
2015-06-30,600977.SH,0,,,,,,,,,,,,,
2015-06-30,002460.SZ,254223238,71496430,109424602,78986280,50877178,83298717,46284565,,,-77362291,-3486192,-251771562,-456595429,-1108305201
2015-06-30,002468.SZ,331776000,26759963,27224729,11293716,12096707,24399571,31113785,,,2609405,134000,-23253757,-80689346,-245088644
2015-06-30,600352.SH,3059931860,367603130,324375210,254360580,223550130,403090090,372501120,,,144646210,9880364,-859501421,-1948137132,-6778195865
2015-06-30,600376.SH,2242012500,741125110,1151305860,700223960,546950400,1034979500,609924310,,,-1329035920,-69640375,-2459861260,-3042924850,-3134996212
2015-06-30,000559.SZ,2289901112,253945910,226849150,280943820,216142870,343060540,271961370,,,-84168090,-4713448,-516621468,-1558021778,-3293394918
2015-06-30,300033.SZ,261998076,846781360,358962260,223107980,174056540,283510440,232251840,,,218460410,2853821,-493585136,-919888476,-1669486466
2015-06-30,002044.SZ,277884000,,,,,,,,,,,,-94925361,-295479433
2015-06-30,600276.SH,1945116306,304779090,178024370,187462400,152710360,249443860,152689260,,,12033780,207613,-77782227,-199483245,-1044400243
2015-06-30,002736.SZ,1200000000,574901580,276424460,220191450,231844940,241280330,233592480,,,176440070,6992464,-564721213,-1310730987,-2421305457
2015-06-30,601818.SH,39810359500,1146893390,705998460,559761310,347197820,1063183930,620278290,,,47275970,8084660,-1408820080,-3722317410,-7510623270
2015-06-30,600221.SH,11812064188,452232230,628251830,414038950,418397500,757203910,589836410,,,-370008600,-64645233,-1038198740,-1777500140,-2091193588
2015-06-30,000783.SZ,4742367058,367874270,196059990,297353130,217481020,505318230,415915060,,,118779010,8030933,-523569840,-1480535787,-4689003367
2015-06-30,000876.SZ,1728307912,49494083,52490284,82436339,101718496,190520000,146125030,,,-71554679,-3925089,-167118211,-757295443,-1334320924
2015-06-30,601866.SH,7932125000,262580050,243383580,307181440,240854300,471939180,360958490,,,-68712533,-8397803,364710547,-327157169,-863374372
2015-06-30,600522.SH,704504223,114895686,183113980,109391830,146805860,151380130,151610310,,,-8703615,-675606,-358048943,-676548380,-1999671513
2015-06-30,601398.SH,269612212539,1107543780,556638540,743054660,411489800,1033563470,629422570,,,170995210,32333477,-314270690,-1247148110,-3171542350
2015-06-30,600398.SH,1531219463,61281636,57805853,86665087,113144813,150641060,127678944,,,-34159917,-2108712,-14904412,169427402,-131687066
2015-06-30,601788.SH,3418000000,416432040,267169030,274444930,306324670,407339960,357743250,,,-18321770,-955230,-1037924450,-1825942952,-2222347112
2015-06-30,000627.SZ,1353589366,67233063,94502811,111116149,92162953,145832650,126259692,,,-40063748,-4473757,-269129207,-655002789,-1299753790
2015-06-30,600436.SH,402211473,139968490,58945273,123572328,92305925,157323000,171465270,,,86166699,1341396,-153662460,-476324995,-2636859972
2015-06-30,600118.SH,1182489135,368647470,335924600,337795210,294787600,487032370,435442990,,,-81365720,-1943132,-870121230,-1749794530,-3614434750
2015-06-30,601669.SH,3300000000,340731480,258588660,251512900,228665250,495672320,426129570,,,118668090,9971908,-192454610,-1206303274,-3292115474
2015-06-30,601618.SH,16239000000,255354120,202642190,236592660,196776170,395423960,310299920,,,3382310,-721318,-327352367,-1590402416,-2375915437
2015-06-30,601898.SH,9152000400,280872380,326164910,249571980,238061340,420895520,395749540,,,-78628730,-7949312,-1090879920,-768138250,-1729609339
2015-06-30,600739.SH,1364709816,257175190,279088840,220711480,192713860,290378430,258582890,,,-68168290,-3460639,-464466912,-1326419854,-3789450144
2015-06-30,300070.SZ,663943028,229317600,223678900,90760556,86115820,149263550,76790333,,,-76907606,-1761746,-121482580,-93062386,-237426022
2015-06-30,600516.SH,1719160378,102020248,71818308,129230340,121195258,224057890,199357150,,,-7784686,-1003799,-615595758,-1118450339,-2572708640
2015-06-30,600415.SH,5443214176,1018408040,662528740,335556650,258499670,683198100,486855720,,,-452311570,-33055926,-1836693860,-3128677410,-6898279210
2015-06-30,601360.SH,394480571,2959313,0,13108511,10594161,33700851,22728251,,,-7975110,-502953,-37876163,-69497857,-192703809
2015-06-30,601600.SH,9580521924,523404300,929915540,671596670,530680460,1040443710,652721240,,,-1184348730,-140303499,-1322636910,-3060200485,-4710941495
2015-06-30,601668.SH,29853220000,1364314100,678999130,971506400,628676970,1406960500,972084360,,,675694800,84188286,-506854980,-3420510920,-11846551770
2015-06-30,600406.SH,2205753602,165453810,278713170,254834120,188489870,332793580,279717750,,,-78040740,-4718314,-423721996,-2066692677,-3230962588
2015-06-30,000540.SZ,3213616353,116884241,168678830,188355980,167496970,382056600,323277690,,,-65852347,-6816541,-766795628,-1787462156,-2851045945
2015-06-30,000063.SZ,2801918800,486642480,281949410,352855550,285014830,559810880,394799190,,,42026160,1927205,-865912740,-2036096177,-3818881857
2015-06-30,002050.SZ,1517438538,97755694,96226876,58310771,51899553,99645165,67008316,,,-46793799,-4519089,-211152355,-313936958,-1679551284
2015-06-30,600000.SH,14922777132,1183860830,693958000,1159333540,716666780,1160526280,765590850,,,215295180,12856663,-461073150,-1854510870,-2045039840
2015-06-30,600332.SH,1036339605,133064050,120636708,180006220,144135500,212720740,152890430,,,-75187735,-2535608,-286414064,-727517407,-1633644291
2015-06-30,600637.SH,1580384808,513922130,520168230,361360690,349233830,599652990,471542040,,,-36704170,-940570,-999858790,-1556469204,-2795743324
2015-06-30,300136.SZ,404294946,147831300,99934164,65913299,53037919,66171429,39328636,,,-30841017,-1297936,-118363829,-218848959,-569286988
2015-06-30,002415.SZ,3150471106,969473030,710920270,407667630,402308080,469079870,376106240,,,122056900,2406865,-174106530,-279674001,-1762482501
2015-06-30,600208.SH,6363002292,158074070,122198615,110914041,113195200,165454930,166419970,,,269656,-1226309,-545552355,-1263064240,-1977534442
2015-06-30,601857.SH,161922077818,339461610,337141070,318306890,265348090,611487960,404437030,,,-121571950,-11791132,-548065890,-2061425850,-2631331410
2015-06-30,600518.SH,4397428966,702813180,902795790,485264520,455157180,725070950,483076170,,,-275111600,-18267395,-1386521970,-3559743490,-7339383770
2015-06-30,600233.SH,165000000,10916832,3429118,21262454,10855422,32123014,26977686,,,-14802313,-888985,-17653760,-25479678,-7119068
2015-06-30,000983.SZ,3151173199,33646578,58114716,76620346,101175248,186130740,156296670,,,-77750635,-9024106,-309593496,-733926023,-1475569754
2015-06-30,600100.SH,2070201441,554554290,504531900,349992890,324740010,432889300,356936660,,,-71527440,-3904152,-676251070,-2098472369,-6599655419
2015-06-30,002027.SZ,204893582,,,,,,,,,,,,,
2015-06-30,000002.SZ,9717715633,1723050200,918797870,672760510,573846820,696084490,556946430,,,479085250,33627010,455674470,-754341060,433835600
2015-06-30,600837.SH,8092131180,2267273600,1240245460,1124138390,680100780,1289058370,926413580,,,638344870,29960985,-861455600,-2682107950,-7571013980
2015-06-30,601225.SH,2710000000,36654257,87245421,72009856,74820442,98555857,80751558,,,-76921061,-10810543,-364014043,-929764670,-1911808539
2015-06-30,000938.SZ,206074563,361199150,306449320,200306050,173744400,137921960,136075260,,,49686050,599904,-122383301,-106199238,-139674888
2015-06-30,600340.SH,2645759430,270887000,196884520,251762360,210567070,368602020,323953280,,,82481830,2576854,-158299594,-628794351,-481625328
2015-06-30,000671.SZ,1039187710,17194597,44570477,41209791,66371702,68670449,64586123,,,-5503864,-317494,84236773,-5953159,-752110734
2015-06-30,002714.SZ,143251404,66446730,51725738,36803377,36726642,95464092,62200858,,,-51535281,-937847,-4705917,9323285,-171424634
2015-06-30,600011.SH,10500000000,581996470,776609730,437202230,425012560,825311220,605228790,,,-571342630,-45632391,-1322376450,-1680595162,-2178295147
2015-06-30,600958.SH,1000000000,309998830,224617220,278374460,243566210,536695820,489289960,,,59963330,1801423,-832836030,-2177678470,-3302386640
2015-06-30,000725.SZ,23353522284,1797607300,1268634910,1036201680,886584510,2067954400,1694284900,,,433309430,80026660,-4035471270,-8782836060,-15014290490
2015-06-30,600373.SH,1185681515,48109671,42116451,61357792,52212482,84667183,86236106,,,46970679,2024920,-228958035,-422271542,-1117689795
2015-06-30,600008.SH,2200000000,78697444,90979848,136056750,100666437,231813160,180354370,,,-45492507,-3732602,-710510982,-1237458896,-1663716567
2015-06-30,600704.SH,790515734,151907680,136113530,174380400,117374663,256496450,151083370,,,-141381811,-6445702,-650103958,-985182002,-2093587945
2015-06-30,002608.SZ,322814063,12121143,3871938,14735324,8782769,27962877,19046794,,,-1237388,-116729,-35135589,-136972248,-147566643
2015-06-30,000425.SZ,2356501987,113126123,77413058,168100330,135456760,237999200,208659230,,,3020968,154566,-279371478,-853510532,-1725867647
2015-06-30,002493.SZ,1019075000,20354630,17611286,23983491,18646289,30968386,22877937,,,-15077705,-794988,-65773375,-142383192,-268131605
2015-06-30,600804.SH,1352481077,485892270,335695400,278519540,206670440,408788530,283119140,,,-52016390,-2509106,-1163676577,-2686643163,-4263329484
2015-06-30,600588.SH,1397105220,674601910,504900890,296966390,363023380,269296880,300181530,,,110287430,2114251,-525766550,-1325717690,-3424121030
2015-06-30,601288.SH,294055293904,1521855700,1031987040,753671980,437448530,1076474600,672559490,,,190517610,48992077,-1400020140,-4391050970,-7705002310
2015-06-30,600061.SH,429082940,,,,,,,,,,,,,-43164771
2015-06-30,000060.SZ,2061422572,269549670,179869830,328469550,220339730,411585520,290170060,,,-110746611,-7217081,-887047782,-2489782098,-6482070138
2015-06-30,600309.SH,2162334720,65413904,36479954,112233981,85854123,160319680,107566166,,,-14449032,-584568,-55048501,-314065167,-806780805
2015-06-30,600959.SH,597000000,206370500,224222930,185192480,173846010,336121570,319289530,,,19499940,828539,-205580009,-78662829,-2078317819
2015-06-30,002602.SZ,252000000,,,,,,,,,,,,,
2015-06-30,002008.SZ,981206885,475132480,411640700,226121040,183032200,278208800,215044960,,,-77959400,-3399775,-572617418,-1730466938,-3129208719
2015-06-30,600339.SH,578154688,7744729,24104732,35044302,42589307,67226440,68189950,,,-26493403,-3205269,-183867016,-306217381,-386455702
2015-06-30,600109.SH,2836859310,856656090,698324310,543927420,481299670,789721400,625787540,,,-151791420,-8122576,-2713222770,-2713222770,-2679610410
2015-06-30,600170.SH,4690202189,38024034,29670017,67709007,68481906,141532510,118990100,,,-12571585,-1907877,-309052232,-682667703,-2083989155
2015-06-30,000895.SZ,1817429010,128870900,108521136,113926170,91750142,208665910,179592890,,,-28077040,-1361347,-533554625,-1175160476,-1578933941
2015-06-30,601216.SH,2048000000,,,,,,,,,,,-288595246,-662412183,-1782660168
2015-06-30,002450.SZ,1429040643,460568530,408317620,157254490,131559959,263850430,175361830,,,-61391989,-2423844,-345736420,-1273542024,-3692664998
2015-06-30,600369.SH,2322554562,265588680,149669900,196335020,198892410,269294090,230005600,,,60185950,2936420,-571124440,-1159020354,-3339589064
2015-06-30,600038.SH,392650000,180959660,181853660,163140990,151488360,182176980,167759100,,,-48034520,-1042697,-436276790,-645827357,-1207621708
2015-06-30,600219.SH,2835184361,109182179,122850882,204500620,172626180,246542930,227735770,,,-2732833,-949747,-500638242,-1230416055,-2546857467
2015-06-30,300122.SZ,333151250,27961732,25543711,24714886,22149478,27109350,18924115,,,-17318286,-650704,-61024006,-101735941,-268025947
2015-06-30,601800.SH,11747235425,463805690,768944390,551391920,446775840,779687850,607546480,,,-569285920,-35889110,154792626,-545170581,-1909764315
2015-06-30,300124.SZ,620986533,301492910,169948970,118219716,116846498,152453830,102990049,,,-50589744,-1263118,-309345232,-433567937,-1196781029
2015-06-30,000157.SZ,6261893117,142927690,135982810,230652970,214651290,439265990,328997990,,,-99500831,-13655058,-561576065,-1584553274,-5449779124
2015-06-30,002252.SZ,988565244,80211237,56080194,53292300,41719117,87369452,72216861,,,11437610,144562,9255452,-31905439,-160384508
2015-06-30,600023.SH,2554257721,216323470,202597560,241637970,223302670,395694690,308340860,,,-22000840,-2472042,-656197580,-2134660722,-10526858963
2015-06-30,601018.SH,12800000000,135231080,143349660,226295550,173552050,357137680,313558920,,,15101026,723046,-658782089,-2399049981,-4141645771
2015-06-30,002558.SZ,32461550,,,,,,,,,,,,,
2015-06-30,600028.SH,95557771046,815298690,646863550,580942840,399136190,837511080,585161850,,,111890050,15059678,-240445560,-2613520810,-4479525430
2015-06-30,600068.SH,4148576294,218976680,217011660,221584400,212131260,399987890,362964520,,,12372830,-20350,-36167761,-895580708,-2958518964
2015-06-30,000166.SZ,3278247178,361206670,305919000,374929800,385578690,590694040,535719010,,,101256180,5733473,-926113854,-2356898380,-4678396400
2015-06-30,600606.SH,518320089,47278992,49981858,75647887,67443681,122782258,92681561,,,-24566378,-1288043,-356736476,-645965485,-977329873
2015-06-30,600809.SH,865848266,68095858,103468635,143994110,125629787,254075580,225904450,,,-79435041,-3132681,-175280783,-415386825,-657882305
2015-06-30,601688.SH,5443723120,825686530,490519080,467632620,397726730,780346000,531455210,,,45348370,1491954,-1615966130,-3444619370,-6978142740
2015-06-30,000423.SZ,653719409,284339550,233122160,172799160,181428370,313426350,237389290,,,-84587860,-1737744,-401137604,-797703768,-1303614455
2015-06-30,601169.SH,10560191447,1004169120,695479250,744009400,503073590,1151198610,708054950,,,-197706480,-16361734,-2474574030,-3510436770,-6828391010
2015-06-30,000100.SZ,8995415884,667641600,543316470,359943960,338668120,709512390,631136910,,,61701350,9676940,-2272957590,-4897844190,-6343572030
2015-06-30,601555.SH,2000000000,303556780,112691451,207647230,170426040,287176770,232379700,,,74818333,3383553,-304831012,-823255997,-2442847915
2015-06-30,000630.SZ,2843136764,,,,,,,,,,,,,
2015-06-30,300003.SZ,686106725,140197130,184254440,69580190,70816849,91662100,72111027,,,-43576802,-1189953,-30948934,-112229342,-249632433
2015-06-30,002142.SZ,2875116294,605568210,438338510,277083710,225068500,389316390,325618530,,,81832460,3851594,-234324284,-924984908,-1843111788
2015-06-30,600115.SH,7782213860,662522090,857025010,307102000,439439960,566455530,432200090,,,-538753320,-47051456,-2500117490,-2452624410,-2230366834
2015-06-30,600547.SH,1423072408,69021873,100274351,128937755,138648200,213758780,179023470,,,-115172192,-5208288,-752365129,-583935789,-916405022
2015-06-30,600674.SH,4402140480,178429210,192678110,180122250,178246470,232539870,227289840,,,16033190,1177483,-422693369,-1198413844,-1652566347
2015-06-30,600682.SH,715920370,353290210,110477062,162726980,65397014,89663846,53020141,,,20985484,643532,33281373,48285273,263484111
2015-06-30,000961.SZ,1163865007,83107609,23495933,71828747,51004257,73886078,76264168,,,51905810,2718421,61285778,-126521815,-679077782
2015-06-30,002475.SZ,1149687000,186321240,101997853,58173382,59818667,104357513,79245828,,,15539106,476182,86979074,62452101,22792315
2015-06-30,600705.SH,2177042216,818406520,640874440,418338790,391107670,616059640,508550420,,,-139174580,-7637021,-1584285480,-3767851690,-4573574770
2015-06-30,600089.SH,3165912986,348127270,148545820,277827430,241857820,529377050,410848970,,,156072000,10543924,-906717866,-2793026944,-3915910164
2015-06-30,002352.SZ,40718114,6714610,2999637,6445765,6839721,12356835,16656389,,,1772945,48037,-23022341,-17795745,-28257243
2015-06-30,000413.SZ,2018669121,134930650,97467553,139439770,169371360,237166220,241006410,,,-5214419,-1130825,-677482396,-1626389173,-3371334049
2015-06-30,600487.SH,383756355,106028009,100671853,89035435,77653979,92953001,66341387,,,-40319170,-1268134,-131287448,-56527830,157696281
2015-06-30,601919.SH,7635674357,250714650,271335140,258078360,235008410,501263400,444731630,,,-133019930,-13397005,-422975462,-1764911785,-2651183974
2015-06-30,600346.SH,290342105,,,,,,,,,,,,,
2015-06-30,601111.SH,8329271309,,,,,,,,,,,1186578600,1271093784,1892730174
2015-06-30,000623.SZ,789040717,127958478,190831180,193243670,224944700,265651690,210572650,,,-88241932,-2947510,-495244898,-1011451484,-1610328397
2015-06-30,600663.SH,1358084000,152803960,152966670,157875160,158380750,208443390,184994440,,,-17659940,-483901,-581720775,-983024042,-1368557775
2015-06-30,601166.SH,16179616701,2307827000,1903161500,1602134100,1022053740,1468403500,1036789990,,,131988820,7163517,-2791222410,-6010611370,-9666567750
2015-06-30,601328.SH,32709053346,2505159900,1313617240,1331974650,801509850,1517381100,1054302740,,,961036180,119664621,-676955550,-5882904630,-14675238960
2015-06-30,601238.SH,4221719879,37504622,35211344,51401385,49035886,61050180,70448568,,,-12040552,-1115841,-196909895,-219053764,-158491340
2015-06-30,600177.SH,2226611695,216870580,200248710,246817660,186675500,284319870,234378980,,,26575150,937963,-532943084,-1319373370,-2500682638
2015-06-30,000776.SZ,5919291464,508727680,336211660,328551420,299477690,501142380,367621380,,,16665730,568165,-723274420,-1574605358,-2729646518
2015-06-30,300072.SZ,596876948,138126000,150851840,77481070,63480772,91874851,95596483,,,15040225,360695,-109256770,-288408902,-795775039
2015-06-30,600688.SH,2385000000,816126150,745114070,633189230,518043550,1196984110,747419140,,,-1052501040,-96443523,-1443543960,-1763578812,-2739054117
2015-06-30,000839.SZ,1567602881,,,,,,,,,,,-61534072,-402822147,-781346857
2015-06-30,002625.SZ,187997202,306818430,309678560,122523971,118635127,137314320,109288775,,,29462982,353020,-73390991,-302479566,-1394558123
2015-06-30,600176.SH,872629500,60973975,123691066,91346730,85374312,186658610,147356780,,,-88289540,-3778518,-333749899,-611747822,-995428921
2015-06-30,600919.SH,,,,,,,,,,,,,,
