time,thscode,ths_eps_fore_org_num_consensus_stock,ths_fore_eps_median_consensus_stock,ths_fore_roe_median_consensus_stock,ths_fore_np_growth_consensus_stock,ths_np_growth_3y_consensus_stock,ths_rating_org_num_stock,ths_rating_upper_num_stock,ths_rating_lower_num_stock,ths_rating_keep_num_stock,ths_rating_buy_num_stock,ths_rating_in_held_num_stock,ths_rating_neutrality_num_stock,ths_rating_de_held_num_stock,ths_rating_sell_num_stock,ths_target_price_compre_value_stock
2015-06-30,000709.SZ,6,0.094,2.135,48.969162568264,45.332500483361,3,2,,1,3,0,0,0,0,
2015-06-30,601766.SH,20,0.2529,13.8,45.294378563933,14.592926638764,6,,2,4,2,3,0,1,0,26.8
2015-06-30,601633.SH,24,1.3978,29.79,60.79638179321,15.003595235232,9,,,9,7,2,0,0,0,68
2015-06-30,600188.SH,12,0.3015,4,-26.397912601544,12.447265203947,5,1,,4,2,3,0,0,0,
2015-06-30,000001.SZ,19,1.5983,15.89,17.421766256466,9.6553863585665,8,,1,7,5,2,0,1,0,17.755
2015-06-30,002146.SZ,18,1.0141,22.4,31.827291691452,27.803034492718,3,1,,2,2,0,1,0,0,38.2
2015-06-30,601888.SH,27,1.91,16.1,26.752494467159,30.530406651921,11,,,10,10,1,0,0,0,97.124
2015-06-30,600383.SH,16,0.9941,12.65,13.419265537351,18.42667130849,3,,,3,2,1,0,0,0,
2015-06-30,300433.SZ,7,2.6806,17.3,56.17259684744,24.977857928617,,,,,,,,,,
2015-06-30,600498.SH,10,0.7054,10.2,36.046787668182,22.464188216148,7,,1,4,3,3,1,0,0,34.87
2015-06-30,600085.SH,12,0.66,14.6,12.532622244764,11.404586968989,3,,1,2,1,2,0,0,0,51
2015-06-30,601998.SH,14,0.88,14.56,4.018393181531,9.3737476186567,5,1,,4,2,3,0,0,0,
2015-06-30,600438.SH,10,0.49,16.87,50.284685711216,21.195185424004,3,,,2,3,0,0,0,0,31
2015-06-30,601877.SH,10,1.7193,31.4,13.770626085911,22.768107195837,3,,,3,3,0,0,0,0,
2015-06-30,000538.SZ,10,2.9098,21.8,19.409824950634,11.278509592446,,,,,,,,,,
2015-06-30,002202.SZ,16,1.0254,16.6,47.249985098864,19.823120453764,6,,,6,5,1,0,0,0,26
2015-06-30,601628.SH,16,1.475,14.5,37.123607754339,15.458238290732,2,,,2,1,1,0,0,0,
2015-06-30,600482.SH,3,0.41,9.3,46.58737999053,18.42787387484,2,,,2,1,1,0,0,0,
2015-06-30,002601.SZ,12,0.9492,8.3,272.34583706276,16.628697090784,7,3,,4,5,2,0,0,0,80.65
2015-06-30,601901.SH,9,0.4,8.735,124.53378887349,,3,,,2,0,1,2,0,0,13.95
2015-06-30,002508.SZ,23,1.6,25.3,40.287019269854,11.371520032141,7,,,6,7,0,0,0,0,60
2015-06-30,600019.SH,15,0.4188,5.75,18.883035268309,9.6156544991508,4,,,4,4,0,0,0,0,12
2015-06-30,600549.SH,11,0.4932,6,27.56104515127,20.067313606262,2,,,2,1,1,0,0,0,
2015-06-30,000858.SZ,21,1.6531,14.56,9.8778670433482,24.885822188838,5,,,5,3,1,1,0,0,34.02
2015-06-30,600153.SH,8,1.0555,15.7,23.129529424078,15.262470499706,4,,,4,3,1,0,0,0,23.91
2015-06-30,600519.SH,24,13.2228,26.5,9.3808280982943,20.808663745362,7,,,7,5,2,0,0,0,312
2015-06-30,002085.SZ,6,0.6644,20.465,35.555386346129,9.2672492409486,1,,,1,0,1,0,0,0,
2015-06-30,600297.SH,7,0.3186,12.25,4154.9350894782,14.371204804705,3,,,1,1,2,0,0,0,
2015-06-30,000333.SZ,21,3.0304,25.5,24.114492354655,16.447644424795,9,,,9,6,3,0,0,0,48.5667
2015-06-30,600036.SH,23,2.44,18.395,10.652402352652,16.043692963071,11,3,1,7,8,3,0,0,0,25.7133
2015-06-30,601333.SH,9,0.14,3.6,45.66862725089,12.970758038591,2,,,2,2,0,0,0,0,
2015-06-30,601991.SH,8,0.35,9.2,161.46021766106,34.890766100164,2,1,,1,1,1,0,0,0,
2015-06-30,300024.SZ,16,0.6755,19.8,48.099740038212,21.826676243351,7,,,7,4,3,0,0,0,150
2015-06-30,000415.SZ,3,0.3894,13.05,49.72998027441,24.696053060437,1,,,1,0,1,0,0,0,
2015-06-30,600535.SH,20,1.61,28.575,27.336909790126,17.079972055219,1,,,1,1,0,0,0,0,
2015-06-30,601992.SH,15,0.6099,9.9,32.691972502231,22.88605816723,3,,,3,2,1,0,0,0,15
2015-06-30,600362.SH,6,0.81,5.7,3.6774232636257,32.353766415801,1,,,1,1,0,0,0,0,
2015-06-30,600820.SH,7,0.51,9.825,14.071163138259,10.662565676172,4,,,4,3,1,0,0,0,
2015-06-30,601808.SH,10,1.185,10.4,-26.241144784525,293.0332722076,5,,,5,4,0,0,1,0,20.46
2015-06-30,601601.SH,15,1.58,10.65,29.194086946029,24.634095691959,2,,,2,2,0,0,0,0,
2015-06-30,600489.SH,4,0.125,3.725,404.97909341067,13.011994361401,,,,,,,,,,
2015-06-30,002555.SZ,7,0.58,8.1,1191.590453392,12.727835921246,1,,,1,0,1,0,0,0,
2015-06-30,000728.SZ,15,1.05,10.7,59.511649163126,4.186769121823,1,,,1,1,0,0,0,0,
2015-06-30,603288.SH,22,0.9447,29.1,22.37375198752,20.147856194865,6,,,6,5,1,0,0,0,44.9
2015-06-30,600867.SH,9,0.3392,15.2,40.148397596799,22.923779996135,2,,,2,1,1,0,0,0,
2015-06-30,002241.SZ,8,1.4442,22.2,31.434119881959,5.5673251125074,2,,,1,1,1,0,0,0,60
2015-06-30,600893.SH,15,0.59,7,24.256796112506,23.17772233945,6,,,6,2,4,0,0,0,
2015-06-30,601088.SH,16,1.565,9.65,-16.893691073369,3.3774742321879,3,,,3,2,0,1,0,0,
2015-06-30,600015.SH,18,1.8256,17.87,7.9076469545014,5.0036689423429,6,,,6,3,3,0,0,0,
2015-06-30,601006.SH,11,1.09,17.05,13.052361864409,4.2097556986394,3,,,3,3,0,0,0,0,18.5
2015-06-30,002230.SZ,14,0.4283,13,45.850347693361,46.427944888965,4,2,,2,4,0,0,0,0,57
2015-06-30,603993.SH,4,0.1141,11.45,4.606517225425,35.918454960568,,,,,,,,,,
2015-06-30,600030.SH,21,1.3236,16.04,48.742229492761,10.357447053385,4,,,4,2,2,0,0,0,44.865
2015-06-30,000898.SZ,8,0.1488,2.2,23.377534455819,15.323382625894,4,,,4,1,3,0,0,0,
2015-06-30,601939.SH,15,0.93,17.54,2.7959319843158,9.0226459124621,6,,,6,1,4,1,0,0,7.7
2015-06-30,600583.SH,10,0.815,15.35,-15.586695628574,49.887875988448,2,,,2,2,0,0,0,0,
2015-06-30,601318.SH,21,2.7934,20.2,35.039870691597,24.03442899719,2,,,2,2,0,0,0,0,121.5
2015-06-30,000069.SZ,13,0.7613,18.2,19.259254757927,16.545062859468,2,1,,1,2,0,0,0,0,15.5
2015-06-30,600999.SH,18,1.3151,15.14,102.68438613033,1.5995480728446,5,,1,4,1,2,2,0,0,
2015-06-30,600048.SH,23,1.3522,19.8,18.763256035416,25.341040024537,8,,,8,7,1,0,0,0,18.174
2015-06-30,002466.SZ,9,0.7719,5.7,64.93821743971,17.454355581746,4,,1,3,2,2,0,0,0,
2015-06-30,600009.SH,13,1.25,12.6,15.993776008393,15.864330526598,4,,,4,0,4,0,0,0,40
2015-06-30,601989.SH,13,0.16,4.205,40.906982604829,14.470821004313,5,,1,4,2,3,0,0,0,24.275
2015-06-30,002081.SZ,14,1.2351,24.29,15.364130605136,17.435596509735,10,,,10,10,0,0,0,0,45.8875
2015-06-30,600111.SH,3,0.207,6.85,9.4330782949864,16.403293685136,1,,,1,1,0,0,0,0,
2015-06-30,002572.SZ,18,1.0091,18.9,36.373288507971,22.956397373954,11,1,,9,8,3,0,0,0,72.0333
2015-06-30,601009.SH,12,1.9647,17.35,16.450005550978,17.583647388318,7,,,7,5,1,0,1,0,12.5
2015-06-30,600795.SH,8,0.34,13.4,8.9793045615812,29.282199629676,3,,,3,3,0,0,0,0,
2015-06-30,601117.SH,7,0.74,14.8,12.801738465792,32.097389912943,2,,,2,1,1,0,0,0,
2015-06-30,002304.SZ,21,3.4214,22.65,13.881327337966,21.702160928982,10,,,9,7,1,2,0,0,112.3767
2015-06-30,002460.SZ,12,0.297,7.4,54.816465842949,16.940111087032,4,,2,2,1,3,0,0,0,
2015-06-30,002468.SZ,1,0.15,,497.43589766984,22.047235095165,,,,,,,,,,
2015-06-30,600352.SH,10,1.1557,27.71,50.188953841376,28.482877294009,6,,,6,4,2,0,0,0,37.2
2015-06-30,600376.SH,17,0.97,13.8,34.211477815627,12.746261416521,5,,,4,3,1,1,0,0,
2015-06-30,000559.SZ,1,0.35,,14.457991226594,5.7193950999328,2,,,2,0,2,0,0,0,36
2015-06-30,300033.SZ,7,0.4706,19.3,432.56313698631,8.7416212936484,3,,,2,3,0,0,0,0,200
2015-06-30,002044.SZ,3,0.1858,,283.82953773497,43.304246770823,2,1,,1,1,1,0,0,0,
2015-06-30,600276.SH,17,1.04,20.9,34.095632287455,25.224912169838,8,,,8,6,1,1,0,0,53.325
2015-06-30,002736.SZ,12,1.1453,21.22,85.583554543709,-5.1155909324008,2,,1,1,1,0,1,0,0,
2015-06-30,601818.SH,14,0.66,15.985,5.7467280802846,9.096430693231,7,,,7,3,3,1,0,0,8
2015-06-30,600221.SH,3,0.4,14.6,88.591587490812,26.476861164672,2,,,2,2,0,0,0,0,
2015-06-30,000783.SZ,15,0.65,20.6,81.022118130251,-1.5765441794191,2,,,2,2,0,0,0,0,
2015-06-30,000876.SZ,14,1.3729,14.4,38.60596457039,15.777796813915,6,,,6,5,1,0,0,0,
2015-06-30,601866.SH,8,0.18,6.15,78.050045227002,,1,,,1,0,1,0,0,0,
2015-06-30,600522.SH,6,0.7551,9.4,44.544509180856,22.689044719056,2,,,2,2,0,0,0,0,
2015-06-30,601398.SH,16,0.79,17.235,1.9270562039993,7.3216896046597,5,,,5,1,4,0,0,0,
2015-06-30,600398.SH,13,0.7093,34.445,33.923449997699,8.2322649378093,2,,,2,2,0,0,0,0,
2015-06-30,601788.SH,16,1.1328,13.975,137.98168889539,0.92903530890287,6,1,,5,3,2,1,0,0,63
2015-06-30,600436.SH,11,1.3003,15.9,18.388457708714,32.635209685115,3,,,3,1,2,0,0,0,
2015-06-30,600118.SH,14,0.365,8.9,19.266414618391,15.379808423645,6,,,6,3,3,0,0,0,120
2015-06-30,601669.SH,11,0.4181,14.3,42.608756862684,10.100531865214,2,,,2,2,0,0,0,0,
2015-06-30,601618.SH,6,0.25,9.8,26.358428135151,12.006853728256,1,,,1,0,1,0,0,0,
2015-06-30,601898.SH,12,0.04,0.65,-20.61192858134,35.171269525827,4,,,4,2,1,1,0,0,16
2015-06-30,300070.SZ,18,1.2614,21.55,66.497443131262,18.356677707015,5,,,5,4,1,0,0,0,
2015-06-30,600516.SH,3,0.27,7.2,61.895979908678,11.209609696459,1,,,1,1,0,0,0,0,
2015-06-30,600415.SH,6,0.1275,7.595,315.09962130972,,3,,,3,2,1,0,0,0,36.74
2015-06-30,601360.SH,7,0.7193,17.62,61.885884826648,18.155468700634,3,,,2,1,2,0,0,0,
2015-06-30,601600.SH,6,0.0081,0.41,98.81987385983,44.270353232613,2,,,2,0,1,1,0,0,9.1
2015-06-30,601668.SH,11,0.867,16.4,16.23772986787,10.48403512647,6,,,6,4,2,0,0,0,12.75
2015-06-30,600406.SH,16,0.74,19.5,46.171092421108,20.362719401674,3,,,3,3,0,0,0,0,30
2015-06-30,000540.SZ,5,0.5192,25.9,42.75561621371,,2,,,2,1,1,0,0,0,22.05
2015-06-30,000063.SZ,22,0.8417,12.65,34.550358548769,9.5755942930381,8,,,7,5,3,0,0,0,36.25
2015-06-30,002050.SZ,7,0.3595,15.63,34.294447918796,17.591072148059,2,,,2,0,2,0,0,0,
2015-06-30,600000.SH,23,2.7448,18.9,8.6495817496889,5.1623396826831,10,1,2,7,7,3,0,0,0,24.6467
2015-06-30,600332.SH,7,1.1704,17.4,27.97687160867,27.568013699748,1,,,1,1,0,0,0,0,
2015-06-30,600637.SH,8,0.4558,22.8,-35.313696333341,8.4078833999357,4,,,4,2,2,0,0,0,77
2015-06-30,300136.SZ,8,0.2989,21.7,173.55532199098,37.687078400265,4,,,4,3,1,0,0,0,
2015-06-30,002415.SZ,12,1.625,33,42.634618517553,23.114568528663,6,,,6,5,1,0,0,0,52
2015-06-30,600208.SH,6,0.2085,9.24,79.990760270499,22.77481199282,2,,,2,2,0,0,0,0,
2015-06-30,601857.SH,13,0.36,5.2,-36.949324533447,55.67254234048,4,,1,3,1,2,1,0,0,13.31
2015-06-30,600518.SH,9,0.6642,17.18,31.056952825054,22.512816602691,5,,,5,4,1,0,0,0,34.1
2015-06-30,600233.SH,2,0.335,5.1,14.968543086829,20.067066198466,,,,,,,,,,
2015-06-30,000983.SZ,11,0.07,1.43,-17.66470608237,13.013191532688,3,1,,2,1,2,0,0,0,
2015-06-30,600100.SH,3,0.3485,7.26,33.698273997371,,,,,,,,,,,
2015-06-30,000002.SZ,25,1.662,18.35,17.496454954825,24.920381569798,12,,,12,8,4,0,0,0,18.876
2015-06-30,600837.SH,22,1.017,15.85,62.335682617465,-3.0333756496569,6,,1,5,4,1,1,0,0,
2015-06-30,601225.SH,10,0.05,1.25,-51.205414071254,8.5240796397122,4,,,4,2,1,1,0,0,
2015-06-30,000938.SZ,3,0.64,11.25,415.5507577113,23.44049354473,1,,,1,0,1,0,0,0,
2015-06-30,600340.SH,21,1.89,35.51,48.839151077464,30.907312472727,5,1,,3,3,2,0,0,0,65.56
2015-06-30,000671.SZ,7,0.5432,21.255,45.826574931017,41.313878567215,1,,,1,1,0,0,0,0,
2015-06-30,002714.SZ,17,1.3368,26.1,673.08974958066,28.465490338956,4,,1,3,3,1,0,0,0,
2015-06-30,600011.SH,8,0.8683,16.3,26.210973692059,62.521564854967,2,,,2,2,0,0,0,0,
2015-06-30,600958.SH,12,0.6851,13.79,81.89923961394,-1.8511081449728,2,,,1,1,1,0,0,0,70
2015-06-30,000725.SZ,3,0.0922,4.08,27.022236216105,12.819701340993,3,,1,2,0,3,0,0,0,5.85
2015-06-30,600373.SH,7,0.86,14.4,46.523737409748,13.945698675699,4,,,3,2,2,0,0,0,46.4
2015-06-30,600008.SH,9,0.33,11.8,29.908773993848,,1,,,1,0,1,0,0,0,
2015-06-30,600704.SH,5,0.3202,9.7,89.175886329566,14.366484511916,3,,,3,1,2,0,0,0,
2015-06-30,000425.SZ,7,0.1063,3.3,131.79170377718,42.488652645164,,,,,,,,,,
2015-06-30,002493.SZ,7,0.2019,6.3,236.58736171289,54.895824468117,3,,,1,2,1,0,0,0,36
2015-06-30,600804.SH,15,0.5665,14.255,52.108826362704,,7,,,6,4,3,0,0,0,54.9
2015-06-30,600588.SH,13,0.5201,15.3,37.986969209169,46.694321367151,6,,,5,2,4,0,0,0,92.6667
2015-06-30,601288.SH,16,0.5742,16.8,3.3429207059612,8.4468232553762,6,1,,5,3,3,0,0,0,4.6
2015-06-30,000060.SZ,7,0.2576,7.27,18.600136632469,13.139385897235,1,,,1,1,0,0,0,0,
2015-06-30,600309.SH,21,1.67,26.2,50.167693677289,12.332190918751,9,,,9,6,3,0,0,0,30
2015-06-30,600959.SH,5,0.32,8.85,23.92929578318,,,,,,,,,,,
2015-06-30,002008.SZ,5,0.7008,15.45,13.238724599935,25.492697666009,2,,,2,1,1,0,0,0,45
2015-06-30,600109.SH,21,0.4596,14.2,74.953129464356,1.9874700892298,5,,,4,2,1,2,0,0,34.805
2015-06-30,600170.SH,4,0.335,11.26,11.573548251869,11.337266619988,1,,,1,0,1,0,0,0,
2015-06-30,000895.SZ,18,1.3791,25.875,11.80900312238,11.487182552174,5,,,5,2,3,0,0,0,35
2015-06-30,002450.SZ,5,0.9084,18.85,49.469697147744,,4,,,4,3,1,0,0,0,80
2015-06-30,600369.SH,16,0.4207,15.2,79.952728586395,2.9616507584382,4,,,4,2,1,1,0,0,
2015-06-30,600038.SH,18,0.715,6.755,27.535220731845,21.010627560852,4,,,3,2,2,0,0,0,100
2015-06-30,600219.SH,6,0.3834,5.1,18.067542560143,20.121688013791,2,,,2,2,0,0,0,0,
2015-06-30,300122.SZ,1,0.52,,181.07350056675,103.71657114554,,,,,,,,,,
2015-06-30,601800.SH,8,0.94,12.1,5.3373848176498,9.9067622320817,2,,,2,1,1,0,0,0,
2015-06-30,300124.SZ,14,1.0784,22.7,29.350653695366,21.165568933911,9,2,,7,5,4,0,0,0,60
2015-06-30,000157.SZ,13,0.1991,2.7,117.86608337338,26.164132378031,8,1,,7,6,2,0,0,0,11
2015-06-30,002252.SZ,5,0.3418,,61.122342081298,,,,,,,,,,,
2015-06-30,600023.SH,3,0.4423,13.4,1.6735794218849,21.919595134794,1,,,1,1,0,0,0,0,20.65
2015-06-30,601018.SH,7,0.25,9.8,11.756341374113,8.0471368734055,1,,,1,0,1,0,0,0,
2015-06-30,002558.SZ,1,0.0,,-100.0,,,,,,,,,,,
2015-06-30,600028.SH,14,0.36,6.4,0.12112743351107,21.222303315801,4,,,4,1,2,1,0,0,8
2015-06-30,600068.SH,7,0.67,14.5,26.324865588979,14.06377751279,2,,,2,1,1,0,0,0,18
2015-06-30,000166.SZ,7,0.6477,18.81,195.14099031936,5.3785048885811,3,,,3,1,1,1,0,0,
2015-06-30,600606.SH,2,0.9804,27.9,3372.1161143846,23.476418508558,,,,,,,,,,
2015-06-30,600809.SH,16,0.48,10.2,19.539566307201,39.096750625271,5,,,5,0,3,2,0,0,
2015-06-30,601688.SH,20,1.071,15.2,91.460827874133,3.998222713609,7,,1,5,3,1,3,0,0,32.815
2015-06-30,000423.SZ,17,2.5,22.45,19.083290040664,7.3313179132703,2,,,2,2,0,0,0,0,
2015-06-30,601169.SH,15,1.3417,16.46,7.022011391325,7.451749269054,6,1,,5,4,2,0,0,0,
2015-06-30,000100.SZ,21,0.3254,16.45,24.402886691383,23.673919858425,2,,,2,2,0,0,0,0,
2015-06-30,601555.SH,15,0.8548,15.6,119.19818648751,6.797017092627,4,,,4,3,1,0,0,0,35
2015-06-30,000630.SZ,3,0.0681,,105.69147208244,40.168770664362,,,,,,,,,,
2015-06-30,300003.SZ,17,0.71,16,38.97164431074,36.044922229268,5,,,5,2,3,0,0,0,65
2015-06-30,002142.SZ,12,1.6328,17.4,14.544919930805,21.273695018433,6,,,6,2,4,0,0,0,
2015-06-30,600115.SH,16,0.5173,19.8,101.68913079639,20.856554361475,5,2,,3,4,1,0,0,0,13.4267
2015-06-30,600547.SH,5,0.66,8.79,9.4839545563597,21.155830174399,,,,,,,,,,
2015-06-30,600674.SH,8,0.9587,21.6,22.412098702113,0.90042663378,3,,,3,3,0,0,0,0,
2015-06-30,600682.SH,8,0.6597,23.8,14.910294092369,35.844098516475,3,,,3,1,2,0,0,0,60
2015-06-30,000961.SZ,13,1.17,13.35,51.41726962752,110.26237804927,7,,,7,4,3,0,0,0,34.3333
2015-06-30,002475.SZ,8,0.8826,20,78.031417738662,39.440662620205,1,,,1,1,0,0,0,0,
2015-06-30,600705.SH,9,0.5406,27.6,42.348641030839,24.610536395232,2,,,2,1,0,1,0,0,
2015-06-30,600089.SH,9,0.7498,10.78,44.681288696877,12.346084384607,1,,,1,1,0,0,0,0,
2015-06-30,000413.SZ,4,0.2885,15.4,22.057683575589,15.217868543269,2,,,,1,1,0,0,0,
2015-06-30,600487.SH,9,0.3833,10.25,38.453717857046,30.509379575181,2,,,2,1,1,0,0,0,55
2015-06-30,601919.SH,10,0.1,4.475,184.68582310329,25.926024116069,1,,,1,0,1,0,0,0,
2015-06-30,600346.SH,1,0.0009,,100.30369827504,91.844992900983,,,,,,,,,,
2015-06-30,601111.SH,15,0.61,13.3,123.42070118313,23.582761912943,2,1,,1,2,0,0,0,0,15.87
2015-06-30,000623.SZ,2,2.18,14.62,38.217729107958,,,,,,,,,,,
2015-06-30,600663.SH,4,0.965,14,12.721580208935,16.012336857935,,,,,,,,,,
2015-06-30,601166.SH,22,2.705,18.61,9.937862478641,9.46941413272,10,1,,9,8,2,0,0,0,28
2015-06-30,601328.SH,15,0.9023,13.6,1.5951375425968,6.4310261137494,6,,1,5,4,0,1,1,0,8.55
2015-06-30,601238.SH,7,0.64,10.4,30.194310968807,12.953334405691,2,,,2,2,0,0,0,0,
2015-06-30,600177.SH,8,1.52,20.5,8.5068627103915,,3,1,1,1,1,2,0,0,0,
2015-06-30,000776.SZ,17,1.159,18.405,88.073982671161,-0.84913400394238,5,,1,4,3,0,2,0,0,
2015-06-30,300072.SZ,9,0.833,28.75,59.705483492714,,5,,,5,5,0,0,0,0,
2015-06-30,600688.SH,12,0.27,16.47,496.65357856883,0.089045874813154,5,,1,3,1,4,0,0,0,11
2015-06-30,000839.SZ,1,0.11,2.7,-6.9847408878068,,,,,,,,,,,
2015-06-30,002625.SZ,1,0.1463,8.3,12.423848936203,,1,,,1,1,0,0,0,0,200
2015-06-30,600176.SH,18,1.01,18.6,81.883425543285,20.483896859453,5,1,,2,3,2,0,0,0,33
2015-06-30,600919.SH,,,,,11.933539026206,,,,,,,,,,
2015-06-30,601229.SH,,,,,18.833215457582,,,,,,,,,,
2015-06-30,601878.SH,,,,,,,,,,,,,,,
2015-06-30,601228.SH,,,,,,,,,,,,,,,
2015-06-30,601212.SH,,,,,,,,,,,,,,,
2015-06-30,601611.SH,,,,,13.950592162285,,,,,,,,,,
2015-06-30,603260.SH,,,,,41.41547909255,,,,,,,,,,
2015-06-30,601828.SH,,,,,15.671088023977,,,,,,,,,,
2015-06-30,600390.SH,,,,,9.9731363794942,,,,,,,,,,
2015-06-30,001965.SZ,,,,,14.234599842483,,,,,,,,,,
2015-06-30,603858.SH,,,,,,,,,,,,,,,
2015-06-30,000723.SZ,,,,,21.555665858068,,,,,,,,,,
2015-06-30,601838.SH,,,,,15.513215205296,,,,,,,,,,
2015-06-30,600909.SH,,,,,3.6834024232136,,,,,,,,,,
2015-06-30,600926.SH,,,,,16.516796591593,,,,,,,,,,
2015-06-30,002411.SZ,,,,,18.09077518297,,,,,,,,,,
2015-06-30,600977.SH,,,,,16.70539989069,,,,,,,,,,
2015-06-30,000627.SZ,,,,,,,,,,,,,,,
2015-06-30,600739.SH,,,,,,,,,,,,,,,
2015-06-30,601881.SH,,,,,-4.3821828638574,,,,,,,,,,
2015-06-30,002027.SZ,,,,,12.780297006664,,,,,,,,,,
2015-06-30,002925.SZ,,,,,14.88001927078,,,,,,,,,,
2015-06-30,601997.SH,,,,,16.60828322085,,,,,,,,,,
2015-06-30,001979.SZ,,,,,24.257391528222,,,,,,,,,,
2015-06-30,002608.SZ,,,,,12.56252669963,,,,,,,,,,
2015-06-30,600061.SH,,,,,,,,,,,,,,,
2015-06-30,002602.SZ,,,,,28.801496994539,,,,,,,,,,
2015-06-30,603833.SH,,,,,23.164300590436,,,,,,,,,,
2015-06-30,600339.SH,,,,,48.311245088719,,,,,,,,,,
2015-06-30,601155.SH,,,,,37.569261719106,,,,,,,,,,
2015-06-30,601216.SH,,,,,,,,,,,,,,,
2015-06-30,601108.SH,,,,,0.79311726221103,,,,,,,,,,
2015-06-30,600025.SH,,,,,25.217157585647,,,,,,,,,,
2015-06-30,603160.SH,,,,,14.898313624458,,,,,,,,,,
2015-06-30,002352.SZ,,,,,15.000626899571,,,,,,,,,,
2015-06-30,002797.SZ,,,,,5.0355221693346,,,,,,,,,,
2015-07-31,601985.SH,13,0.2184,9.4,23.78319809538,18.263059945391,1,,,,0,1,0,0,0,
2015-07-31,300144.SZ,27,0.3839,14.5,55.122811161442,17.552842954068,15,1,1,13,9,6,0,0,0,95.692
2015-07-31,600029.SH,14,0.751,18.39,321.50042180324,25.656510335212,7,,,7,5,2,0,0,0,13.75
2015-07-31,600690.SH,21,0.9885,22.8,21.038035618767,14.781727372431,7,,,7,5,2,0,0,0,17
2015-07-31,601958.SH,2,0.07,,14.056270770358,83.981219875216,,,,,,,,,,
2015-07-31,002673.SZ,10,0.7856,,255.7232121984,2.7756394595907,3,,,3,0,1,2,0,0,
2015-07-31,600031.SH,8,0.165,4,88.464883915957,57.799503090673,1,,1,,0,1,0,0,0,
2015-07-31,002236.SZ,14,1.4578,24.6,43.350729460043,20.86761026093,6,,1,5,5,0,1,0,0,51.1667
2015-07-31,601988.SH,14,0.6,14.4,2.7440436830601,7.7022785487089,2,,1,1,0,2,0,0,0,
2015-07-31,002385.SZ,18,0.393,14.8,34.103823336275,-2.1212362752483,9,,1,7,6,3,0,0,0,23.3667
2015-07-31,000651.SZ,20,2.7802,31.3,18.232074728422,16.219586603906,5,,1,4,3,2,0,0,0,30.39
2015-07-31,002074.SZ,8,0.49,11.8,867.79217007434,10.899967156419,4,1,1,1,3,1,0,0,0,37.2
2015-07-31,002456.SZ,14,0.8767,13.7,34.788082445428,66.092076792842,5,,,5,3,2,0,0,0,56.0675
2015-07-31,000826.SZ,15,1.3231,18.605,39.838701152994,22.139063222272,7,,,7,7,0,0,0,0,40
2015-07-31,600886.SH,6,0.965,23.9,16.543841673889,12.927355733074,3,,,3,3,0,0,0,0,
2015-07-31,000786.SZ,14,0.9466,16.2,29.863247494566,16.029132777288,3,,,3,2,1,0,0,0,
2015-07-31,601186.SH,9,0.9358,12.5,12.368914500758,14.999506558205,2,1,1,,1,1,0,0,0,
2015-07-31,000625.SZ,21,2.37,31.45,48.162777380893,-14.491043828219,9,,,9,6,3,0,0,0,33
2015-07-31,601012.SH,11,0.3036,14.2,83.560761199632,3.1947266257213,1,,,1,0,1,0,0,0,
2015-07-31,300015.SZ,21,0.4204,17.3,36.17763072868,35.163374591699,3,,,3,2,1,0,0,0,
2015-07-31,600050.SH,15,0.22,5.4,30.624221794289,165.00430363223,4,,1,3,1,2,0,1,0,3.4
2015-07-31,601933.SH,17,0.26,12.135,30.953263623206,18.240362742778,13,,,13,8,4,1,0,0,15.5311
2015-07-31,002624.SZ,1,0.49,,25.650867565281,20.484986837172,,,,,,,,,,
2015-07-31,600157.SH,11,0.0538,3.35,52.694664549315,54.852034388776,6,,,6,3,3,0,0,0,7.35
2015-07-31,002024.SZ,11,0.07,1.6,-60.500711331145,1.3421218767286,9,,,9,3,6,0,0,0,20.59
2015-07-31,601099.SH,9,0.28,6.6,112.15538199459,,4,,,4,0,2,2,0,0,
2015-07-31,300408.SZ,5,0.9516,19,50.595729894529,29.523588459376,,,,,,,,,,
2015-07-31,600196.SH,9,1.1583,14.75,26.239965723795,13.466511649459,1,,,1,0,1,0,0,0,
2015-07-31,600018.SH,8,0.3211,12,9.7039428515158,3.9116528213276,2,,,2,1,1,0,0,0,10.2
2015-07-31,600900.SH,9,0.77,13.3,5.6477933910621,0.87702197865172,3,,,3,3,0,0,0,0,
2015-07-31,601021.SH,9,1.72,27.9,60.809044717797,26.405803634294,7,,,7,7,0,0,0,0,170
2015-07-31,600271.SH,13,1.79,20,38.516738998564,18.151867410251,5,,,4,5,0,0,0,0,110
2015-07-31,600585.SH,17,2.2,15.75,4.7123911345532,26.582591121214,5,,,5,4,1,0,0,0,30.165
2015-07-31,600016.SH,19,1.29,17.805,6.0701863177509,7.9101200795929,4,,,4,3,1,0,0,0,
2015-07-31,002470.SZ,17,0.7346,14.42,32.467637342038,34.563704838122,14,,,14,9,5,0,0,0,36.8217
2015-07-31,601607.SH,14,1.105,10,14.427696846251,13.877947021929,1,,,1,0,1,0,0,0,27
2015-07-31,600741.SH,11,1.95,20.9,15.576768098569,9.738389660379,7,,,7,4,3,0,0,0,27.6
2015-07-31,600372.SH,11,0.44,14,27.768099731967,13.579301594003,2,,1,1,1,1,0,0,0,36.675
